,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,ntrk,nshw,true_ntrk,true_nshw,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,81,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,4,1,1,,1,0,,0,1.0278687,85.280365,74.20621,50.961964,121.83271,278.51227,-0.028159825,0.0051421844,0.9995903,390.117,0.9828345,0.89,1.0156354,1.37,2,,,,46.483322,303.1475,156.06297,54.98192,,,0.9499466,0.027544463,0.9499466,0.0,0.019182485,0.0033264789,0,52,11,0.27966923,1.1030216,85.23023,74.151535,1.384157,84.50979,85.13121,-0.006924122,-0.011061034,0.27936414,12.001677,2,1,0.27966923,0,2.0,2.0556715,0.2658684,0.0,3.2084882,0.093218446,-0.0059876936,0.99562776,8.827482,84.73407,156.6533,82.864075,0.21682155,2.051825,0.26488754,189.0,0.60897833,2.1889725,0.26565224,147,0.5964222,2.0556715,0.2658684,261,0.30131742,0.4920911,0.4920911,0.31898683,11.0,0.18892209,1.1030216,85.23023,74.151535,0,52,11,0.27966923,1.1030216,85.23023,74.151535,1.384157,84.50979,85.13121,-0.006924122,-0.011061034,0.27936414,12.001677,2,1,0.27966923,0,0,1,0,1,True,True,0.9884975552558899,0.006781473755836487,0.007695916574448347,0.9999473690986633,0.006781473755836487,0.007695916574448347,0.9999473690986633,0.006774654611945152,0.007700405549257994,0.9999473690986633,0.006781473755836487,0.007695916574448347,0.9999473690986633,0.08764836815793382,0.05682282711529629,0.035029621294530196,0.05682282711529629,0.002042463876867741,0.0009030054140211452,0.00121296001292293,0.0009030054140211452,1.2618511972951625,-0.049346972,0.0,0.0,0.0,0.5424851702660095,0.0,0.3432477746966496,2.534523880819365,-0.06813364,0.00058820384,0.0007373042,-0.3835290661717098,0.00093465706,0.001139458462846596,-0.01380083,0.0,0.0,0.0,0.03082554104263753,0.0,0.0003099545989017848,0.708828330039978,-0.075152874,0.05013275,0.05467224,-0.021793205820766097,0.105594985
1,81,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,5,1,1,,1,0,,0,-134.23125,49.961002,232.65045,-110.141174,76.903076,487.90005,-0.8737975,0.20252676,0.44210964,588.16315,1.4439371,1.3,1.4654148,1.77,2,,,,31.047117,195.37895,116.16769,37.161785,,,0.86406684,0.073425256,0.86406684,0.0,0.04856113,0.013946747,0,52,11,0.22467422,-145.5165,52.540386,237.6782,-145.64062,52.62112,245.82426,0.005003188,0.01277858,0.22425415,8.270987,2,1,0.22467422,0,2.0,1.8376677,0.21654062,0.0,1.2381926,-0.0044159475,0.06687738,0.9977514,-146.28877,64.2362,412.1694,174.88445,0.05377028,1.9592923,0.2175238,173.0,0.53879964,1.8339185,0.21653904,152,0.6803366,1.8376677,0.21654062,265,0.3006761,0.5252189,0.5252189,0.3906779,11.0,0.08410317,-145.5165,52.540386,237.6782,0,52,11,0.22467422,-145.5165,52.540386,237.6782,-145.64062,52.62112,245.82426,0.005003188,0.01277858,0.22425415,8.270987,2,1,0.22467422,0,0,1,0,1,True,True,1.4477976560592651,-0.00636379374191165,0.004675231873989105,0.9999688267707825,-0.00636379374191165,0.004675231873989105,0.9999688267707825,-0.005362027790397406,0.004447729326784611,0.9999757409095764,-0.00636379374191165,0.004675231873989105,0.9999688267707825,0.06228243563059418,0.05957456468815229,1.106621572732995,0.05957456468815229,0.0008399831051900838,0.0007973977525601808,1.7729893773073226,0.0007973977525601808,0.05340540839646911,-0.03620177,-0.0,0.0,0.0,0.04545347425728499,0.0,2222.469243065759,5.443986429699305,-0.07755305,-0.049093354,-0.021153625,17.57540342133748,0.04450333,4.2585352629903074e-05,-0.008133605,0.0,0.0,0.0,0.0027078709424418895,0.0,1.7721919795547625,1.2231234312057495,11.285248,-2.5793839,-5.0277557,1.0470470080448429,12.62095
1,81,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,6,1,1,,1,0,,0,-200.63011,68.47413,122.009254,-194.16072,62.007427,261.70047,-0.07099913,-0.032463066,0.996948,313.3874,0.8092835,0.7,0.8453497,1.16,2,,,,33.339603,209.02965,142.32108,49.96931,,,0.9215276,0.031542484,0.9215276,0.0,0.03741989,0.009510023,0,52,11,0.2607342,-200.71498,68.41197,122.02466,-201.3,68.28173,129.59901,-0.012134329,-0.0023598312,0.2604405,7.5988064,2,0,0.2607342,0,2.0,1.9483167,0.037653573,0.0,0.31871912,0.09645941,-0.08046507,0.9920792,-189.31924,58.905804,239.22919,118.1403,0.17789929,1.973675,0.03695693,48.0,0.7036393,2.1989703,0.03675642,35,0.5302936,1.9483167,0.037653573,67,0.30239522,,,,,,-200.71498,68.41197,122.02466,0,52,11,0.2607342,-200.71498,68.41197,122.02466,-201.3,68.28173,129.59901,-0.012134329,-0.0023598312,0.2604405,7.5988064,2,0,0.2607342,0,0,1,0,1,False,False,0.7079291343688965,-0.011392204090952873,0.006150520872324705,0.9999162554740906,-0.011392204090952873,0.006150520872324705,0.9999162554740906,-0.011384589597582817,0.006156117655336857,0.9999162554740906,-0.011392204090952873,0.006150520872324705,0.9999162554740906,0.138659624549956,0.038308977520796414,0.07110714435410376,0.038308977520796414,0.0007239460977465792,0.00038264771355045474,0.0035794496799173604,0.00038264771355045474,0.8919389091060698,-0.8555864,-0.0,0.0,0.0,2.619507319783809,0.0,8.354425894002853,1.7151372281509165,-0.00042283532,0.0009085643,-0.0001262347,0.8561483222960604,0.00043456108,0.0003412983841961245,-0.22308064,0.0,0.0,0.0,0.10035064702915959,0.0,0.0031968019663669058,0.4471949338912964,0.084869385,0.062156677,-0.015403748,0.03279816683330734,0.106318116
1,81,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,7,1,1,,1,0,,0,-41.907146,133.2179,92.40728,-29.990267,100.137924,310.70123,-0.014108633,-0.99744236,0.07006823,792.17346,1.9344541,1.78,1.9435241,2.23,2,,,,33.00422,267.65216,154.15817,51.549404,,,0.88865155,0.053192656,0.88865155,0.0,0.0435255,0.014630278,0,52,11,0.8872525,-40.400703,82.53484,95.37646,-41.69063,83.32365,111.40045,0.010092029,0.012530868,0.8871065,17.739248,2,1,0.8872525,0,0.0,2.0642035,0.856694,0.0,6.5261106,-0.13157585,-0.026657008,0.9909476,-57.594563,79.0514,224.86993,130.6764,0.1363385,2.0642035,0.8528087,605.0,0.635071,1.3746878,0.8544662,602,0.5785258,1.7660066,0.856694,883,0.3027405,0.85022336,0.85022336,0.04149698,11.0,0.108279645,-40.400703,82.53484,95.37646,0,52,11,0.8872525,-40.400703,82.53484,95.37646,-41.69063,83.32365,111.40045,0.010092029,0.012530868,0.8871065,17.739248,2,1,0.8872525,0,0,1,0,1,True,True,1.9373373985290527,0.0030281273648142815,0.007438430096954107,0.9999676942825317,0.0030281273648142815,0.007438430096954107,0.9999676942825317,0.002893006196245551,0.01200891099870205,0.9999236464500427,0.0030281273648142815,0.007438430096954107,0.9999676942825317,0.1392599748104131,0.010695500624359163,1.5127198047910804,0.010695500624359163,0.016614158190263923,0.00010149612722345161,4.433250255731991,0.00010149612722345161,162.69253334845538,-0.034441747,-0.0,0.0,0.0,12.02042603721105,0.0,43678.00901254928,1.1835242815099425,0.037287544,0.61408067,-0.031131133,140.43515651299558,0.38350588,0.016512662063040473,-0.030558527,0.0,0.0,0.0,0.12856447418605393,0.0,4.433148759604768,1.0500848889350891,-1.506443,50.683052,-2.9691772,1.5020243041667212,50.792294
1,81,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,8,1,1,,1,0,,0,-49.13755,177.9218,464.95752,-38.751186,170.55685,499.76944,0.12023471,-0.20037085,0.97231436,40.159157,0.2018895,0.14,0.23294996,0.35,2,,,,17.697105,142.43471,60.268616,25.538616,,,0.735304,0.021488255,0.735304,0.0,0.16334714,0.0798606,0,52,11,0.06589064,-49.194355,177.70784,464.75876,-44.370407,176.4479,484.91013,0.0061240057,-0.0009736747,0.065596215,22.494482,2,1,0.06589064,0,2.0,1.7712834,0.05996052,0.0,2.8915741,0.2808806,-0.22252499,0.9335892,-43.369934,173.09349,484.11795,20.73629,0.13974923,2.2632337,0.05931595,56.0,1.0945617,1.3596736,0.05984545,38,0.4548853,1.7712834,0.05996052,82,0.32134047,0.4618633,0.4618633,0.3876398,11.0,0.15049689,-49.194355,177.70784,464.75876,0,52,11,0.06589064,-49.194355,177.70784,464.75876,-44.370407,176.4479,484.91013,0.0061240057,-0.0009736747,0.065596215,22.494482,2,1,0.06589064,0,0,1,0,1,True,True,0.22786632180213928,0.002163378056138754,0.015498457476496696,0.9998775124549866,0.002163378056138754,0.015498457476496696,0.9998775124549866,0.0021682940423488617,0.015516845509409904,0.9998772740364075,0.002163378056138754,0.015498457476496696,0.9998775124549866,0.3746554659272995,0.09583144735259597,0.248239021321587,0.09583144735259597,0.008416461657628504,0.0006051176503520851,0.014041717869447025,0.0006051176503520851,12.90880211927618,-0.0899994,-0.0,0.0,0.0,2.9095252787826174,0.0,22.204938512827898,2.4582502420934604,-0.0011546987,0.0012039916,0.00042766484,1.5903712004706825,0.00059501507,0.007811344007276419,-0.0059301183,0.0,0.0,0.0,0.2788240185747035,0.0,0.01343660021909494,0.1619756817817688,0.056804657,0.21395874,0.19876099,0.15240757396899104,0.29750803
1,81,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,81,10,1,1,,1,0,,0,-50.75401,-51.261887,168.44019,-93.02658,-132.04886,405.5454,-0.033436015,-0.03661749,0.9987699,365.81836,0.9275606,0.79,0.9614696,1.26,2,,,,39.992317,67.81068,44.7501,38.25507,,,0.90949607,0.051185496,0.90949607,0.0,0.038120054,0.0011983531,0,62,11,0.6591902,-50.848526,-51.382854,168.33266,-49.575447,-52.142014,196.72592,-0.009214794,-0.015875755,0.65893435,28.599178,2,1,0.6591902,0,2.0,2.121825,0.6217781,0.0,4.679164,-0.06210764,-0.21034326,0.9756528,-59.101532,-79.333755,297.97964,132.88231,0.17693685,2.0614169,0.6312781,461.0,0.98147047,2.5607607,0.6314668,433,0.44776854,2.121825,0.6217781,689,0.30748641,0.76406205,0.76406205,0.10178489,11.0,0.13415305,-50.848526,-51.382854,168.33266,0,62,11,0.6591902,-50.848526,-51.382854,168.33266,-49.575447,-52.142014,196.72592,-0.009214794,-0.015875755,0.65893435,28.599178,2,1,0.6591902,0,0,1,0,1,True,True,0.933559000492096,0.002072930568829179,-0.0046007041819393635,0.9999872446060181,0.002072930568829179,-0.0046007041819393635,0.9999872446060181,0.0020813734736293554,-0.004589829593896866,0.9999873042106628,0.002072930568829179,-0.0046007041819393635,0.9999872446060181,0.21731733332901074,0.025247057255712448,0.04784448866892531,0.025247057255712448,0.029364603128028584,0.0004201769821963427,0.0021370053298446438,0.0004201769821963427,68.88627262382242,-0.05675465,-0.0,-0.0,0.0,7.607630233018152,0.0,4.085964772925262,0.41622104176582836,-0.0018587904,-0.0023542456,0.0006387868,0.8950520919858858,0.0010230847,0.02894442614583224,-0.037412107,0.0,0.0,0.0,0.1920702760732983,0.0,0.001716828347648301,0.2743688225746155,0.094516754,0.120967865,0.10752869,0.02259743141321286,0.18742748
1,83,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,1,1,1,,1,0,,0,187.94505,10.720713,248.29868,182.28244,-19.95089,329.92123,0.030334648,0.070784025,0.9970303,123.00746,0.39046776,0.3,0.42909697,0.66,2,,,,0.0,0.0,0.0,0.0,,,0.83975923,0.01714088,0.83975923,0.0,0.11407683,0.029023083,0,52,11,0.1114205,188.01585,10.678908,248.10896,183.17883,18.20827,284.2392,0.000723291,0.008933032,0.11105829,40.387756,2,1,0.1114205,0,2.0,1.8519816,0.1048697,0.0,1.9983155,-0.098860495,-0.04377279,0.9941382,182.82774,8.381754,300.2804,52.47905,0.17345668,1.7791317,0.10949267,103.0,0.65336597,1.8968067,0.10844479,75,0.5607713,1.8519816,0.1048697,140,0.30176893,0.5680862,0.5680862,0.307037,11.0,0.124876805,188.01585,10.678908,248.10896,0,52,11,0.1114205,188.01585,10.678908,248.10896,183.17883,18.20827,284.2392,0.000723291,0.008933032,0.11105829,40.387756,2,1,0.1114205,0,0,1,0,1,True,True,0.4045105278491974,0.023287884891033173,0.0009491379023529589,0.9997283220291138,0.023287884891033173,0.0009491379023529589,0.9997283220291138,0.02328120544552803,0.0009528375812806189,0.9997285008430481,0.023287884891033173,0.0009491379023529589,0.9997283220291138,0.13028948417279962,0.08106272932451641,0.07025262908865322,0.08106272932451641,0.0017801998454040494,0.0007321625930801794,0.001996434160552262,0.0007321625930801794,1.4314269292491688,-0.05879346,0.0,0.0,0.0,0.6072674243574375,0.0,1.7267633984868602,2.6304857513464412,-0.00037656815,0.0039146617,0.0007646339,-0.1333547528678363,0.0006638025,0.00104803725232387,-0.0065507963,0.0,0.0,0.0,0.049226754848283205,0.0,0.0012642715674720828,0.2930900305509567,-0.07080078,0.041804314,0.18971252,-0.010810100235863193,0.20676361
1,83,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,2,1,1,,1,0,,0,-185.54424,181.6076,8.90509,-188.85173,188.96732,129.3992,-0.070388824,0.13333136,0.9885687,143.021,0.4340305,0.31,0.47322717,0.67,2,,,,25.787016,232.55685,137.3037,35.393288,,,0.9068796,0.02099985,0.9068796,0.0,0.060480118,0.011640422,0,52,11,0.2500993,-185.62367,181.87923,8.819461,-189.5476,181.63051,36.44433,-0.013813709,0.0036675162,0.24969007,29.11175,2,1,0.2500993,0,2.0,3.7519217,0.22391818,0.0,4.3033557,-0.13634455,0.0041132513,0.99065286,-192.71814,182.09325,60.36649,52.03339,0.15399772,5.220991,0.22255643,158.0,0.60133666,4.723581,0.22447334,160,0.6100484,3.7519217,0.22391818,256,0.3028306,0.50912136,0.15851226,0.33236635,22.0,0.50912136,-185.62367,181.87923,8.819461,0,52,11,0.2500993,-185.62367,181.87923,8.819461,-189.5476,181.63051,36.44433,-0.013813709,0.0036675162,0.24969007,29.11175,2,1,0.2500993,0,0,1,0,1,True,True,0.4467059075832367,-0.010137572884559631,0.0165181253105402,0.999812126159668,-0.010137572884559631,0.0165181253105402,0.999812126159668,-0.01013028435409069,0.016493337228894234,0.999812662601471,-0.010137572884559631,0.0165181253105402,0.999812126159668,0.12723143531915643,0.04516145806175368,0.1320374056026136,0.04516145806175368,0.0036247513280389804,0.0005100918543345315,0.007787815614919239,0.0005100918543345315,6.106075694480262,-0.104682885,-0.0,0.0,0.0,1.8172570324275281,0.0,14.267476923502855,0.7861141762214696,-0.00042794787,-0.001493418,0.00970915,1.9236745505883788,0.0011370765,0.003114659473704449,-0.026181117,0.0,0.0,0.0,0.08206997725740275,0.0,0.007277723760584707,0.1966066062450409,0.079437256,-0.2716217,0.08562946,0.08687594754085992,0.29567048
1,83,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,4,1,1,,1,0,,0,-111.91313,-135.94402,26.260136,-97.15937,-60.49421,170.59909,0.059814405,-0.02006529,0.9980079,394.92218,0.9938,0.87,1.0263736,1.34,2,,,,46.36596,364.92282,198.41336,34.73351,,,0.82015824,0.116309844,0.82015824,0.0,0.060880654,0.002651259,0,52,11,0.28691125,-111.93245,-136.00441,26.329195,-112.115585,-137.9521,52.79192,0.012703155,-0.0029294195,0.28661448,27.819311,2,1,0.28691125,0,2.0,3.3723085,0.2693309,0.0,3.2889597,0.035491824,0.20701683,0.97769356,-109.02605,-119.051926,106.39193,81.88939,0.2759883,2.9772754,0.26839554,218.0,0.44901535,2.872819,0.26622492,167,0.96910197,3.3723085,0.2693309,315,0.30684462,0.6529508,0.14785595,0.6529508,0.0,0.19919322,-111.93245,-136.00441,26.329195,0,52,11,0.28691125,-111.93245,-136.00441,26.329195,-112.115585,-137.9521,52.79192,0.012703155,-0.0029294195,0.28661448,27.819311,2,1,0.28691125,0,0,1,0,1,True,True,0.9994008541107178,-0.0034398881252855062,-0.012333502061665058,0.9999179840087891,-0.0034398881252855062,-0.012333502061665058,0.9999179840087891,-0.003438158193603158,-0.012328104116022587,0.9999181032180786,-0.0034398881252855062,-0.012333502061665058,0.9999179840087891,0.22435431777569925,0.047776870560417545,0.06376239006772641,0.047776870560417545,0.013556732565121108,0.0006549120412055509,0.004063206474225344,0.0006549120412055509,19.700081403551696,-0.06127456,-0.0,-0.0,0.0,3.695877213054084,0.0,5.20420181425564,2.483310107338168,-0.0001725829,-0.00044406124,-0.00262292,0.33458699407894327,0.0005264155,0.012901820523915556,-0.01758036,0.0,0.0,0.0,0.1765774472152817,0.0,0.003408294433019793,0.7124896049499512,0.019317627,0.060394287,-0.06905937,0.015985519507308865,0.093754135
1,83,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,5,1,1,,1,0,,0,146.29845,-25.259691,77.312485,160.25456,-24.437235,108.35632,0.29244804,0.031619817,0.9557585,42.707,0.20827036,0.13,0.23983882,0.35,2,,,,23.207703,175.21802,75.380684,31.811838,,,0.7726411,0.009081323,0.7726411,0.0,0.10468323,0.11359433,0,52,11,0.079256535,147.61383,-24.850603,78.45473,151.13959,-26.378056,97.9587,0.0069321245,0.006957432,0.07864399,21.163792,2,1,0.079256535,0,2.0,1.858001,0.06346626,0.0,3.1803365,0.31243795,-0.091392234,0.9455316,153.84879,-26.674412,97.3236,19.955832,0.2107672,1.6732663,0.06337766,47.0,0.76216066,2.9115334,0.0631623,52,0.5435631,1.858001,0.06346626,83,0.31728184,0.6410074,0.23353408,0.6410074,0.0,0.12545848,147.61383,-24.850603,78.45473,0,52,11,0.079256535,147.61383,-24.850603,78.45473,151.13959,-26.378056,97.9587,0.0069321245,0.006957432,0.07864399,21.163792,2,1,0.079256535,0,0,1,0,1,True,True,0.23353850841522217,0.01999998651444912,-0.002242692746222019,0.9997974634170532,0.01999998651444912,-0.002242692746222019,0.9997974634170532,0.019883370026946068,-0.002279851818457246,0.9997996687889099,0.01999998651444912,-0.002242692746222019,0.9997974634170532,0.3117644634521034,0.11281210590276122,0.27907794610917835,0.11281210590276122,0.006168735032479914,0.0010086639333808732,0.018189029959720368,0.0010086639333808732,5.115748594086578,-0.19922996,0.0,-0.0,0.0,1.7635727651501323,0.0,17.032795024953234,1.9466151865377557,-0.00891098,0.0164619,-0.014559256,1.4738297709798143,0.010588464,0.00516007109909904,-0.015790276,0.0,0.0,0.0,0.19895235754934218,0.0,0.017180366026339496,0.15428197383880615,-1.3153839,-0.40908813,-1.1422424,0.16626584020641713,1.7894988
1,83,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,6,1,1,,1,0,,0,117.26679,-35.037228,186.77896,145.99402,-6.2146654,392.43695,0.008003239,-0.13227469,0.99118084,427.55963,1.0685856,0.86,1.0995407,1.33,2,,,,0.0,0.0,0.0,0.0,,,0.9215276,0.031542484,0.9215276,0.0,0.03741989,0.009510023,0,62,11,0.5786797,117.31089,-35.688507,186.7143,114.81626,-35.387856,223.17134,0.016234966,0.019876186,0.5781101,38.59378,2,1,0.5786797,0,0.0,1.8538043,0.552958,0.0,5.3580465,-0.0041166907,0.044749297,0.9989898,116.883736,-31.04525,290.37103,103.76154,0.17205381,1.8538043,0.55595917,425.0,0.5573629,1.944338,0.5532057,369,0.6511252,1.7631121,0.552958,608,0.30030337,0.8861047,0.8861047,0.044078697,11.0,0.06981663,117.31089,-35.688507,186.7143,0,62,11,0.5786797,117.31089,-35.688507,186.7143,114.81626,-35.387856,223.17134,0.016234966,0.019876186,0.5781101,38.59378,2,1,0.5786797,0,0,1,0,1,True,True,1.0737965106964111,0.017099028453230858,-0.003189775859937072,0.9998487234115601,0.017099028453230858,-0.003189775859937072,0.9998487234115601,0.017094992101192474,-0.00313154817558825,0.9998490214347839,0.017099028453230858,-0.003189775859937072,0.9998487234115601,0.052435874325591575,0.03911454718394125,0.12984345678566142,0.03911454718394125,0.0015203696187986843,0.0008853497053947188,0.018103482500082417,0.0008853497053947188,0.7172532046202604,-0.04444889,0.0,-0.0,0.0,0.34057219374175673,0.0,19.447832522868772,0.8555973991809764,-0.00037590627,-0.018248998,0.00034634065,2.3195694730928538,0.0029365735,0.0006350199134039655,-0.02572167,0.0,0.0,0.0,0.013321327141650324,0.0,0.017218132794687698,0.49511682987213135,-0.0440979,0.65127945,0.06466675,0.09072890960172017,0.655966
1,83,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,7,1,1,,1,0,,0,-167.21542,-115.77345,5.2664604,-154.97462,-119.840805,203.30028,-0.233307,-0.2421266,0.9417763,455.16824,1.1322675,1.04,1.1617479,1.52,2,,,,0.0,0.0,0.0,0.0,,,0.880632,0.0707741,0.880632,0.0,0.04349039,0.005103499,0,52,11,0.97455585,-171.47325,-119.74267,2.8593218,-173.51305,-123.048355,44.466293,-0.00068985514,-0.016732011,0.97441185,42.60955,2,1,0.97455585,0,0.0,1.7875874,0.9399186,0.0,8.526625,-0.014083712,-0.0025417751,0.99989766,-173.02989,-120.023605,113.37587,110.527855,0.19320743,1.7875874,0.94242954,616.0,0.60271513,2.2167113,0.9406078,511,0.59743094,1.821303,0.9399186,885,0.3000307,0.8504688,0.8504688,0.06048899,11.0,0.08904217,-171.47325,-119.74267,2.8593218,0,52,11,0.97455585,-171.47325,-119.74267,2.8593218,-173.51305,-123.048355,44.466293,-0.00068985514,-0.016732011,0.97441185,42.60955,2,1,0.97455585,0,0,1,0,1,True,True,1.1371866464614868,-0.008858029730618,-0.010881797410547733,0.9999015927314758,-0.008858029730618,-0.010881797410547733,0.9999015927314758,-0.008469301275908947,-0.01051886286586523,0.9999088048934937,-0.008858029730618,-0.010881797410547733,0.9999015927314758,0.009834877945284105,0.010292931585521385,0.32947221424450207,0.010292931585521385,9.091345918626411e-05,0.00010324877438838643,0.12344381656906296,0.00010324877438838643,-0.11947178332326833,-0.035541598,-0.0,-0.0,0.0,-0.04450176671548111,0.0,1194.5959506570966,0.1668768356658647,-0.024830857,-0.03314788,0.8418565,31.009560299415202,0.03011539,-1.233531520212232e-05,-0.034637272,0.0,0.0,0.0,-0.0004580536402372798,0.0,0.12334056779467457,0.16263079643249512,4.2578278,3.9692154,2.4071386,0.3191792826589807,6.299054
