,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,ntrk,nshw,true_ntrk,true_nshw,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,97,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,7,1,1,,1,0,,0,-21.256895,88.02412,8.297079,-10.739391,104.88628,197.50871,-0.0009765633,0.11418924,0.99345857,452.85318,1.126913,1.05,1.1565207,1.53,2,,,,21.365614,445.40625,79.68267,36.048157,,,0.86406684,0.073425256,0.86406684,0.0,0.04856113,0.013946747,0,52,11,0.6803295,-21.322727,88.21727,8.186765,-25.285673,79.10545,43.78203,0.0059886863,0.009400806,0.68023795,40.446026,2,1,0.6803295,0,2.0,2.1017103,0.6550113,0.0,6.628398,-0.029793175,0.09154549,0.995355,-24.266857,97.2637,106.5467,98.81895,0.17583352,1.5655861,0.64856905,402.0,0.51996833,2.8002725,0.65138185,419,0.7170227,2.1017103,0.6550113,680,0.3014,0.8248368,0.8248368,0.071386956,11.0,0.10377623,-21.322727,88.21727,8.186765,0,52,11,0.6803295,-21.322727,88.21727,8.186765,-25.285673,79.10545,43.78203,0.0059886863,0.009400806,0.68023795,40.446026,2,1,0.6803295,0,0,1,0,1,True,True,1.1318553686141968,0.004785072989761829,0.008013438433408737,0.9999564290046692,0.004785072989761829,0.008013438433408737,0.9999564290046692,0.00479100551456213,0.007995814085006714,0.9999565482139587,0.004785072989761829,0.008013438433408737,0.9999564290046692,0.09055379223019099,0.007061134708678248,0.10659842379226647,0.007061134708678248,0.0053710856124725955,3.392097272150534e-05,0.012861526038227263,3.392097272150534e-05,157.34114359189397,-0.037214622,-0.0,0.0,0.0,11.824255019366634,0.0,378.1614746375851,0.6636870309228945,-0.0030874165,-0.002189519,0.0134747205,14.096500518713414,0.0025456233,0.00533716463975109,-0.025318205,0.0,0.0,0.0,0.08349265752151273,0.0,0.012827605065505758,0.45152586698532104,0.06583214,-0.19315338,0.11031437,0.09953728908358822,0.23197275
1,97,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,9,1,1,,1,0,,0,18.278126,-110.488266,504.37033,45.963158,-157.98822,445.32965,0.36532962,-0.75151825,-0.54932195,111.892876,0.3661843,0.22,0.40434068,0.53,2,,,,23.6046,252.45259,125.93474,35.160378,,,0.82435006,0.021299439,0.82435006,0.0,0.10815159,0.04619893,0,52,11,1.0617454,20.220854,-114.58971,456.26273,22.515394,-121.122536,496.86942,0.0027594592,0.008053041,1.0617112,51.499653,2,1,1.0617454,0,2.0,1.729926,0.41277692,0.0,9.025419,-0.041435603,0.056851316,0.9975225,18.3258,-111.98962,501.88434,45.73493,0.22768843,1.7646724,0.47022444,211.0,0.54744935,2.1814847,0.4692208,232,0.6673688,1.729926,0.41277692,303,0.3007451,0.577222,0.577222,0.21638724,11.0,0.20639074,20.220854,-114.58971,456.26273,0,52,11,1.0617454,20.220854,-114.58971,456.26273,22.515394,-121.122536,496.86942,0.0027594592,0.008053041,1.0617112,51.499653,2,1,1.0617454,0,0,1,0,1,False,False,0.24405674636363983,0.008223707787692547,-0.010001525282859802,0.9999161958694458,0.008223707787692547,-0.010001525282859802,0.9999161958694458,0.008020509034395218,-0.009603274054825306,0.9999217391014099,0.008223707787692547,-0.010001525282859802,0.9999161958694458,0.08333685639890943,0.018463368327565722,2.1402022315435656,0.018463368327565722,0.002866748748058841,0.0003619447297970407,1.117893529190708,0.0003619447297970407,6.920404724959971,-0.6112279,0.0,-0.0,0.0,3.51363234055662,0.0,3087.57523583107,-0.7701362820418105,-0.09607547,-0.0357924,0.10543838,114.91613152992531,0.10262182,0.0025048040182618003,-0.64896846,0.0,0.0,0.0,0.06487348807134372,0.0,1.1175315844609108,-0.8176886588335037,-1.942728,4.1014404,48.107605,2.1217388632159997,48.32119
1,97,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,97,10,1,1,,1,0,,0,-140.03703,20.853203,163.67447,-107.35666,18.258413,309.8064,-0.017822364,0.03183764,0.99933416,211.11618,0.58250314,0.47,0.621573,0.89,2,,,,31.135714,195.5814,116.32949,37.254646,,,0.93504864,0.028224364,0.93504864,0.0,0.032326616,0.0044004023,0,52,11,0.2927214,-140.12856,20.828333,163.48668,-135.3969,15.35142,217.92578,0.0030451105,-0.008762089,0.29257393,58.678192,2,1,0.2927214,0,2.0,2.000122,0.28291786,0.0,3.5422592,0.01944033,-0.08811777,0.9959204,-138.57587,13.790426,243.03017,79.86932,0.122745484,1.7339003,0.28078976,246.0,0.71149397,2.0184004,0.27862433,186,0.52240014,2.000122,0.28291786,357,0.30122888,0.8807167,0.8807167,0.063331805,11.0,0.055951543,-140.12856,20.828333,163.48668,0,52,11,0.2927214,-140.12856,20.828333,163.48668,-135.3969,15.35142,217.92578,0.0030451105,-0.008762089,0.29257393,58.678192,2,1,0.2927214,0,0,1,0,1,True,True,0.592008113861084,-0.005923533346503973,0.001865719328634441,0.9999807476997375,-0.005923533346503973,0.001865719328634441,0.9999807476997375,-0.005915235262364149,0.001867915503680706,0.9999807476997375,-0.005923533346503973,0.001865719328634441,0.9999807476997375,0.09361136235561365,0.03575024756974775,0.032255914960226124,0.03575024756974775,0.0024792338420888326,0.0003741214139810678,0.0006159513195719197,0.0003741214139810678,5.626816187042137,-0.033491004,-0.0,0.0,0.0,1.6184815132533128,0.0,0.6463941826197888,1.02242860488083,-0.0006531304,0.0011940427,0.0011486558,-0.09774289262484902,0.00097250706,0.0021051124281077646,-0.009803534,0.0,0.0,0.0,0.057861114785865905,0.0,0.00024182990559085192,0.29928672313690186,0.09152222,0.024869919,0.18778992,-0.0034943326095216234,0.21038033
1,98,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,1,1,1,,1,0,,0,-86.06441,203.9036,299.41495,-84.99413,201.40816,304.3448,0.19017884,-0.44339207,0.8759198,5.628149,0.09031789,,0.10857356,,2,,,,14.163463,214.13475,109.56276,22.589516,,,,,,,,,0,52,11,0.016612893,-86.05308,203.67389,299.2402,-85.06593,200.97397,304.0327,-0.0025477372,-0.0027421615,0.01617766,5.973727,2,1,0.016612893,0,2.0,1.8474656,0.016008077,0.0,2.9068632,0.19016661,-0.44338956,0.8759237,-85.00583,201.23215,304.0639,5.506994,0.11063701,2.2496476,0.01563351,17.0,5.558106,,0.015746264,8,0.3649864,1.8474656,0.016008077,20,0.3424956,,,,,,-86.05308,203.67389,299.2402,0,52,11,0.016612893,-86.05308,203.67389,299.2402,-85.06593,200.97397,304.0327,-0.0025477372,-0.0027421615,0.01617766,5.973727,2,1,0.016612893,0,0,1,0,1,False,False,,-0.001066541881300509,0.018022513017058372,0.9998370409011841,-0.001066541881300509,0.018022513017058372,0.9998370409011841,-0.0010675275698304176,0.01804255321621895,0.9998366832733154,-0.001066541881300509,0.018022513017058372,0.9998370409011841,0.5204668554132208,0.24019720489496585,0.5204936450979506,0.24019720489496585,0.00433635995680865,0.0009584758301994915,,0.0009584758301994915,3.524224628498046,-0.03640641,-0.0,0.0,0.0,1.166831440194369,0.0,,,0.00013165888,0.0011278117,0.0005839578,1.1669429722363072,0.00077631406,0.0033778841266091588,-0.0006048158,0.0,0.0,0.0,0.2802696505182549,0.0,,,-0.011329651,0.22970581,0.17474365,0.2802964402029847,0.28883985
1,98,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,2,1,1,,1,0,,0,-167.90024,-89.01983,197.18744,-185.9849,-68.50382,377.92706,-0.15908833,0.26378664,0.9513714,440.8393,1.0991684,1.02,1.1294265,1.49,2,,,,33.914608,315.89255,171.96631,50.299164,,,0.875569,0.08118935,0.875569,0.0,0.037794087,0.005447588,0,52,11,0.56909066,-168.66248,-88.08316,196.78758,-175.70013,-89.46236,229.04605,-0.01102608,0.011254142,0.5688723,34.849327,2,1,0.56909066,0,2.0,1.8614634,0.5230928,0.0,6.018141,-0.023772957,0.19500324,0.9805144,-170.7288,-71.133606,282.01324,86.91934,0.20447437,1.6163036,0.5374708,373.0,0.455142,2.3348062,0.5425382,367,0.93347603,1.8614634,0.5230928,589,0.30596185,0.7654508,0.7654508,0.102347344,11.0,0.13220188,-168.66248,-88.08316,196.78758,0,52,11,0.56909066,-168.66248,-88.08316,196.78758,-175.70013,-89.46236,229.04605,-0.01102608,0.011254142,0.5688723,34.849327,2,1,0.56909066,0,0,1,0,1,True,True,1.104235053062439,-0.008453868329524994,-0.007866300642490387,0.9999333620071411,-0.008453868329524994,-0.007866300642490387,0.9999333620071411,-0.008385495282709599,-0.007949664257466793,0.9999331831932068,-0.008453868329524994,-0.007866300642490387,0.9999333620071411,0.204729027200842,0.029724343191098353,0.31581076466321634,0.029724343191098353,0.021924898587154063,0.0005028124182649367,0.11013247209663246,0.0005028124182649367,42.60452882769021,-0.08082694,-0.0,-0.0,0.0,5.887587923629979,0.0,218.03291982459072,0.9403499691079277,-0.004519307,0.01063391,0.0020319198,9.624650732662555,0.0046471907,0.021422086168889125,-0.045997858,0.0,0.0,0.0,0.17500468400974364,0.0,0.10962965967836752,0.5351443886756897,0.76223755,-0.9366684,0.39985657,0.286086421472118,1.2721002
1,98,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,3,1,1,,1,0,,0,-150.38728,-111.78974,34.11863,-139.17815,-114.71672,93.2151,0.04885858,-0.07485189,0.9959971,87.48734,0.3123098,0.27,0.34904283,0.62,2,,,,34.542248,300.05945,201.94644,36.791134,,,0.8498942,0.038635444,0.8498942,0.0,0.099587984,0.011882363,0,52,11,0.13253605,-150.38661,-111.79489,34.06341,-151.38867,-110.48076,49.23563,-0.0029039362,-0.012344117,0.131927,16.413836,2,1,0.13253605,0,2.0,2.596322,0.13008234,0.0,4.015258,0.09899388,-0.13796592,0.9854773,-147.1795,-116.26457,65.98993,32.397007,0.20249337,2.9423056,0.12892462,104.0,0.80373645,2.8086538,0.13076293,92,0.4900194,2.596322,0.13008234,148,0.304421,0.88835037,0.031102493,0.88835037,0.0,0.08054713,-150.38661,-111.79489,34.06341,0,52,11,0.13253605,-150.38661,-111.79489,34.06341,-151.38867,-110.48076,49.23563,-0.0029039362,-0.012344117,0.131927,16.413836,2,1,0.13253605,0,0,1,0,1,True,True,0.32969850301742554,-0.006922278553247452,-0.010131034068763256,0.9999246597290039,-0.006922278553247452,-0.010131034068763256,0.9999246597290039,-0.006922305561602116,-0.010130518116056919,0.9999247789382935,-0.006922278553247452,-0.010131034068763256,0.9999246597290039,0.16683269349452096,0.08449480328639818,0.08555770919995605,0.08449480328639818,0.003620600945311276,0.0009462241616341785,0.0024134331345940538,0.0009462241616341785,2.8263670408271007,-0.018513564,-0.0,-0.0,0.0,0.9744728315306628,0.0,1.550593434885375,1.487613701471407,4.464405e-06,-4.6065084e-05,0.001621028,0.012579541844190266,0.00029119916,0.0026743767836770976,-0.0024537146,0.0,0.0,0.0,0.08233789020812278,0.0,0.0014672089729598752,0.1971624493598938,-0.0006713867,0.0051498413,0.055217743,0.0010629059135578711,0.055461437
1,98,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,4,1,1,,1,0,,0,-55.50819,-67.59335,293.26642,-57.809982,-71.96361,341.49127,-0.10533092,-0.087668955,0.99056536,55.320873,0.23879391,0.15,0.2723923,0.38,2,,,,14.643227,221.10165,94.327934,20.640415,,,0.7715171,0.02154694,0.7715171,0.0,0.15356976,0.053366207,0,62,11,0.18190104,-55.677402,-67.57398,293.1108,-56.863316,-71.61035,312.86078,-0.008623245,-0.009607211,0.18144163,20.775236,2,1,0.18190104,0,2.0,2.0087423,0.17917304,0.0,4.296938,-0.07433425,0.13099048,0.9885929,-58.77698,-62.11196,334.333,41.69784,0.15744174,1.7734529,0.17823987,126.0,0.49363413,2.503414,0.18060434,138,0.7877006,2.0087423,0.17917304,201,0.3034616,0.67176527,0.67176527,0.19204971,11.0,0.136185,-55.677402,-67.57398,293.1108,0,62,11,0.18190104,-55.677402,-67.57398,293.1108,-56.863316,-71.61035,312.86078,-0.008623245,-0.009607211,0.18144163,20.775236,2,1,0.18190104,0,0,1,0,1,True,True,0.2611249089241028,0.001622426905669272,-0.005983531940728426,0.9999808073043823,0.001622426905669272,-0.005983531940728426,0.9999808073043823,0.0016373874386772513,-0.005985163617879152,0.9999806880950928,0.001622426905669272,-0.005983531940728426,0.9999808073043823,0.1571997901037265,0.06786125921676715,0.13502077436172769,0.06786125921676715,0.0044276836089149505,0.0008376816551346191,0.004760466247731329,0.0008376816551346191,4.2856399346639655,-0.0149971675,-0.0,-0.0,0.0,1.3164879626177877,0.0,4.682906171517271,0.4355328162821004,-0.0030391566,0.00028666406,0.0005308884,0.9896591357144573,0.0007541448,0.0035900019537803314,-0.0027280003,0.0,0.0,0.0,0.08933853088695935,0.0,0.00392278459259671,0.0792238712310791,0.16921234,-0.019371033,0.15560913,0.06715951514496053,0.2306995
1,98,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,5,1,1,,1,0,,0,84.27591,-22.14483,274.7413,90.03016,21.976898,443.30792,-0.24105735,0.17156148,0.9552267,625.1701,1.5318966,1.37,1.5511043,1.84,2,,,,38.393467,366.59695,252.6493,62.42201,,,0.863541,0.07219072,0.863541,0.0,0.050188746,0.014079553,0,52,11,0.76309615,83.847664,-21.82123,274.54068,79.84451,-22.650675,326.86304,0.021436736,-0.017087897,0.7626034,54.647816,2,1,0.76309615,0,2.0,5.952718,0.7340123,0.0,7.2440677,-0.071382225,0.020916833,0.99722964,76.61479,-19.70181,375.58597,101.32599,0.18149672,10.782516,0.72844106,480.0,0.58057475,2.9224136,0.7325877,490,0.62434924,5.952718,0.7340123,752,0.3008334,0.5892237,0.3793188,0.031457506,22.0,0.5892237,83.847664,-21.82123,274.54068,0,52,11,0.76309615,83.847664,-21.82123,274.54068,79.84451,-22.650675,326.86304,0.021436736,-0.017087897,0.7626034,54.647816,2,1,0.76309615,0,0,1,0,1,True,True,1.5355360507965088,0.013998963870108128,-0.001935249543748796,0.9999001622200012,0.013998963870108128,-0.001935249543748796,0.9999001622200012,0.014036686159670353,-0.001963912509381771,0.9998995661735535,0.013998963870108128,-0.001935249543748796,0.9999001622200012,0.08845561454076183,0.024849185664521257,0.31301272719359235,0.024849185664521257,0.005743202760889956,0.00047119816071284856,0.1504471655676427,0.00047119816071284856,11.18850844451811,-0.038112953,0.0,-0.0,0.0,2.5596987255423613,0.0,318.2864024342537,1.0122445163411358,0.0051074238,0.01482963,0.00073075714,11.596498389100141,0.0019904585,0.005272004600177108,-0.029083848,0.0,0.0,0.0,0.06360642887624057,0.0,0.14997596740692987,0.7724398970603943,0.42824554,-0.32360077,0.20062256,0.2881635415290711,0.573028
1,98,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,6,1,1,,1,0,,0,-137.54073,129.10793,183.78554,-118.8027,172.70131,401.501,-0.033691477,-0.24488881,0.96896565,675.7865,1.6529431,1.21,1.6691012,1.68,2,,,,42.414787,233.3565,137.9824,68.634964,,,0.9215276,0.031542484,0.9215276,0.0,0.03741989,0.009510023,0,52,11,0.5669652,-137.51616,129.59708,183.9096,-134.33568,125.32546,213.44237,0.011039144,0.002675405,0.5668512,30.946592,2,1,0.5669652,0,2.0,1.9172614,0.51660246,0.0,4.4772663,0.080599315,-0.024689635,0.9964407,-128.21632,126.7483,298.8824,115.38346,0.16578214,1.7118157,0.5421993,385.0,0.62914383,1.7504777,0.53986865,362,0.57736474,1.9172614,0.51660246,617,0.3010716,0.8866019,0.8866019,0.04269792,11.0,0.070700176,-137.51616,129.59708,183.9096,0,52,11,0.5669652,-137.51616,129.59708,183.9096,-134.33568,125.32546,213.44237,0.011039144,0.002675405,0.5668512,30.946592,2,1,0.5669652,0,0,1,0,1,True,True,1.6563165187835693,-0.005678771995007992,0.011586850509047508,0.9999167323112488,-0.005678771995007992,0.011586850509047508,0.9999167323112488,-0.005681034177541733,0.011543250642716885,0.999917209148407,-0.005678771995007992,0.011586850509047508,0.9999167323112488,0.0936929120000026,0.026070651556212847,0.260543765536116,0.026070651556212847,0.004534923249377446,0.0003853542831165909,0.11243582328772814,0.0003853542831165909,10.768192149574167,-0.08882867,-0.0,0.0,0.0,2.593807841663812,0.0,290.77260566145077,1.921372340781182,0.00017864555,-0.0037743985,-0.0006746206,8.993757347197038,0.0019160795,0.004149568966260855,-0.050362766,0.0,0.0,0.0,0.06762226044378974,0.0,0.11205046900461155,1.0893512964248657,-0.02456665,-0.489151,-0.124069214,0.23447311397990317,0.505238
1,98,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,7,1,1,,1,0,,0,93.40953,62.704113,309.1008,81.708626,82.351685,456.79697,0.01308407,0.06581325,0.99774617,411.61218,1.0319766,0.89,1.0637391,1.36,2,,,,32.087654,206.06258,139.6357,48.325363,,,0.9215276,0.031542484,0.9215276,0.0,0.03741989,0.009510023,0,52,11,1.247679,93.47148,62.83503,309.0919,87.20656,65.54456,338.2253,0.019005481,0.0071022604,1.2475139,31.444887,2,1,1.247679,0,2.0,1.7131903,1.2035649,0.0,13.875876,-0.06361068,0.024878513,0.99766445,87.954025,64.99294,395.62726,86.73794,0.23717155,1.8145254,1.2002698,627.0,0.5765044,2.0982285,1.2012793,588,0.6285529,1.7131903,1.2035649,933,0.3007023,0.8851921,0.8851921,0.041667145,11.0,0.07314078,93.47148,62.83503,309.0919,0,52,11,1.247679,93.47148,62.83503,309.0919,87.20656,65.54456,338.2253,0.019005481,0.0071022604,1.2475139,31.444887,2,1,1.247679,0,0,1,0,1,True,True,1.0373713970184326,0.014806718565523624,0.005555456969887018,0.9998749494552612,0.014806718565523624,0.005555456969887018,0.9998749494552612,0.01480123121291399,0.005543878301978111,0.9998750686645508,0.014806718565523624,0.005555456969887018,0.9998749494552612,0.0808154368466603,0.000520327813055686,0.06034059188701646,0.000520327813055686,0.007860644526083116,3.377979000436104e-07,0.003777055801085494,3.377979000436104e-07,23269.25871110593,-0.035356943,0.0,0.0,0.0,154.31638866671798,0.0,11180.406990978536,-0.16855905960947,-0.0006627763,-0.002083497,2.8830043e-05,114.96649337781746,0.0004410958,0.007860306728183072,-0.044114113,0.0,0.0,0.0,0.08029510903360462,0.0,0.0037767180031854503,-0.21030759811401367,-0.061950684,-0.1309166,0.008911133,0.05982026407396077,0.14510842
1,98,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,98,10,1,1,,1,0,,0,-22.189709,165.03465,418.99765,-11.80778,160.06866,503.91006,0.018179096,-0.017990267,0.9996729,109.255226,0.36040467,0.29,0.39843264,0.64,2,77.10226,0.392,332.96823,25.42971,291.3708,115.58584,37.176277,,,0.6799512,0.054032918,0.6799512,0.0,0.2503728,0.015643101,0,52,11,0.60705024,-22.26407,165.02174,419.0459,-22.176315,166.77455,441.3931,0.016945632,-0.007473401,0.6067674,24.166927,2,1,0.60705024,0,2.0,1.9181242,0.5338332,0.0,7.8120604,-0.02006325,-0.05707535,0.99816847,-23.635082,161.12152,487.25525,68.334496,0.17248964,1.9539627,0.52422446,355.0,0.6671774,1.9275526,0.5341831,298,0.5469333,1.9181242,0.5338332,519,0.30055046,0.8730628,0.8730628,0.052477438,11.0,0.07445976,-22.26407,165.02174,419.0459,0,52,11,0.60705024,-22.26407,165.02174,419.0459,-22.176315,166.77455,441.3931,0.016945632,-0.007473401,0.6067674,24.166927,2,1,0.60705024,0,0,1,0,1,True,False,0.30864813923835754,0.004530150908976793,0.014449790120124817,0.9998853206634521,0.004530150908976793,0.014449790120124817,0.9998853206634521,0.004536680411547422,0.014450980350375175,0.9998852610588074,0.004530150908976793,0.014449790120124817,0.9998853206634521,0.07567151220757959,0.035542227671607585,0.035195274744147395,0.035542227671607585,0.003056823829911944,0.0007668561840789455,0.0003823247230569897,0.0007668561840789455,2.986176147987161,-0.12061116,-0.0,0.0,0.0,1.1290593517870218,0.0,-0.5014388212619141,-0.49156079862828367,-0.0033399912,7.822566e-05,-0.00011513844,-0.009761710230035697,0.0001986568,0.0022899676458329986,-0.073217034,0.0,0.0,0.0,0.040129284535972004,0.0,-0.00038453146102195577,-0.2984021008014679,0.0743618,0.012908936,-0.04824829,-0.0003469529274601896,0.08957799
1,99,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,99,2,1,1,,1,0,,0,-177.45673,-126.90598,467.60593,-170.75589,-129.23961,510.15405,-0.008682186,0.22811718,0.97359496,49.218666,0.22420946,0.18,0.2569287,0.38,2,,,,19.112658,73.41709,33.55312,19.26185,,,0.7406289,0.01656178,0.7406289,0.0,0.17502926,0.06778004,0,62,11,1.0320468,-177.5469,-126.642235,467.51996,-177.86545,-126.415955,495.76944,0.0105024595,-0.017181102,1.0318502,30.180374,2,1,1.0320468,0,2.0,1.8894293,0.3438041,0.0,9.4588585,0.02035397,0.028907236,0.99937487,-176.8071,-125.59154,503.84454,36.347313,0.14721012,2.0717785,0.49594292,214.0,0.5717315,2.035047,0.49828598,234,0.6320406,1.8894293,0.3438041,283,0.30018765,0.6015349,0.3383469,0.6015349,0.0,0.060118195,-177.5469,-126.642235,467.51996,0,62,11,1.0320468,-177.5469,-126.642235,467.51996,-177.86545,-126.415955,495.76944,0.0105024595,-0.017181102,1.0318502,30.180374,2,1,1.0320468,0,0,1,0,1,False,False,0.2087191790342331,-0.00902866292744875,-0.01104243565350771,0.9998982548713684,-0.00902866292744875,-0.01104243565350771,0.9998982548713684,-0.00902073085308075,-0.0110653480514884,0.9998980760574341,-0.00902866292744875,-0.01104243565350771,0.9998982548713684,0.04959896634658999,0.020007222866789586,0.24120907254797874,0.020007222866789586,0.0008457778202834481,0.0004131169452590274,0.012143661012056321,0.0004131169452590274,1.0473084679524318,-0.66687155,-0.0,-0.0,0.0,1.479053023841723,0.0,28.395213997920507,-0.7977619037553382,-0.000507919,0.002082624,0.00018388095,11.056099647311212,0.00056542753,0.00043266087502442067,-0.6882427,0.0,0.0,0.0,0.0295917434798004,0.0,0.011730544066797294,-0.8233276158571243,0.09017944,-0.26374817,0.08596802,0.22120184968118917,0.2916949
