,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,34,7,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,7,1,2,0.5920662,2,1,,0,-98.5361,13.091044,291.1581,-99.05089,11.321169,310.33948,-0.010337885,-0.08189531,0.99658734,19.291985,0.14418086,0.27,0.1700886,0.4,2,,,,8.819073,220.91548,94.470665,15.794776,,,0.932618,0.0044074208,0.0591439,211.0,0.932618,0.0038306648,0,52,11,0.27455127,-98.61004,13.187704,291.0371,-99.20847,11.616131,309.5875,-0.0024147711,-0.014909903,0.27413502,18.739475,2,1,0.27455127,0,2.0,1.8115534,0.04367915,0.17161359,2.594388,-0.02527355,-0.074981324,0.9968646,-98.96161,11.828658,307.94135,16.836014,0.013288346,1.9570261,0.043934904,41,0.692047,1.7790824,0.044967763,35,0.5325116,1.8115534,0.04367915,67,0.30094358,,,,,,-98.5361,13.091044,291.1581,0,52,11,0.27455127,-98.61004,13.187704,291.0371,-99.20847,11.616131,309.5875,-0.0024147711,-0.014909903,0.27413502,18.739475,2,1,0.27455127,0,1,1,1,0,True,True,0.17875070869922638,-0.0021730302833020687,0.0011594032403081656,0.9999969601631165,-0.0021796016953885555,0.0011679762974381447,0.9999969601631165,-0.0021730302833020687,0.0011594032403081656,0.9999969601631165,-0.0021796016953885555,0.0011679762974381447,0.9999969601631165,0.07965044683963717,0.05589655254241725,0.0835488079580762,0.05589655254241725,0.00027710899813829205,0.000857814745614927,0.0012477520388861965,0.000857814745614927,-0.6769593906436691,-0.84090716,-0.0007497864,-0.007329529,0.0004157621,0.42496170545033535,0.0005579625,0.4545705180105546,-0.34893505631315663,-0.0007497864,-0.007329529,0.0004157621,0.49470413036072236,0.0005579625,-0.000580705747476635,-0.23087212,0.07393646,-0.09665966,0.1210022,0.023753894297219913,0.17161357,0.0003899372932712695,-0.09580056369304657,0.07393646,-0.09665966,0.1210022,0.027652255415658952,0.17161357
1,34,7,0,2,0.38401568,1,0,,0,-99.188065,12.688757,322.7308,-95.300095,4.92947,394.81628,-0.08741653,0.12949117,0.98771983,88.84472,0.31533527,0.24,0.35216346,0.57,2,,,,21.357418,199.76283,98.9721,23.203274,,,0.95728105,0.004388012,0.95728105,0.0,0.028081711,0.010249204,0,52,11,0.27455127,-98.61004,13.187704,291.0371,-99.20847,11.616131,309.5875,-0.0024147711,-0.014909903,0.27413502,18.739475,2,1,0.27455127,0,2.0,5.5180793,0.20707892,31.677362,3.964639,0.026757091,-0.14662962,0.98882943,-97.84646,4.812089,374.34802,52.23147,0.11669209,7.9159822,0.20543697,147,0.8164826,3.9113483,0.20440483,131,0.48278105,5.5180793,0.20707892,220,0.303389,0.9285411,0.016654834,0.054804027,22.0,0.9285411,-99.24402,12.470769,322.7,0,52,11,0.27455127,-98.61004,13.187704,291.0371,-99.20847,11.616131,309.5875,-0.0024147711,-0.014909903,0.27413502,18.739475,2,1,0.27455127,0,1,1,1,0,True,True,0.3325658142566681,-0.0022294982336461544,0.0011013918556272984,0.9999969005584717,-0.0021796016953885555,0.0011679762974381447,0.9999969601631165,-0.0022245505824685097,0.001120641129091382,0.9999969005584717,-0.0021796016953885555,0.0011679762974381447,0.9999969601631165,0.15110500637141647,0.05589655254241725,0.15470944273189874,0.05589655254241725,0.004728175582185397,0.000857814745614927,0.007959966645414304,0.000857814745614927,4.511884245818123,-0.24575502,0.006429161,-0.05436391,0.108793356,1.7032974217282904,0.102991745,8.279353946880661,0.21130676743506477,0.005861734,-0.037834268,0.108899154,1.7677814765856454,0.103074744,0.0038703608365704702,-0.06747235,-0.6339798,-0.71693516,31.662903,0.09520845382899921,31.677364,0.0071021518997993775,0.05801454186439514,-0.5780258,-0.49894714,31.693695,0.09881289018948149,31.702892
1,34,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,8,1,1,0.2867024,1,0,,0,-16.318613,-148.14406,80.59459,-19.118052,-170.74684,242.78053,0.060209602,-0.0061645843,0.99816674,232.28032,0.629016,0.57,0.6676289,1.01,2,,,,22.258263,223.42674,121.381714,28.485874,,,0.76785994,0.11091776,0.76785994,0.0,0.09731749,0.023904841,0,52,11,0.650606,-16.302523,-148.10722,80.493706,-16.143461,-149.04332,135.50879,0.00084426935,-0.010544645,0.6505198,57.344402,2,1,0.650606,0,2.0,1.8414251,0.60711074,0.12191344,4.4178214,-0.004529929,-0.093979895,0.99556386,-16.867773,-161.00534,217.41347,137.4231,0.06478682,1.8439058,0.60457253,418,0.7204733,1.8937804,0.60323876,405,0.5179818,1.8414251,0.60711074,658,0.30133677,0.8899137,0.8899137,0.06226694,11.0,0.047819383,-16.245256,-148.09033,80.6,0,52,11,0.650606,-16.302523,-148.10722,80.493706,-16.143461,-149.04332,135.50879,0.00084426935,-0.010544645,0.6505198,57.344402,2,1,0.650606,0,1,0,1,0,True,True,0.6378281712532043,0.005211703944951296,-0.013363455422222614,0.9998971819877625,0.0052065858617424965,-0.013365107588469982,0.9998971819877625,0.005205086432397366,-0.013368308544158936,0.9998970627784729,0.0052065858617424965,-0.013365107588469982,0.9998971819877625,0.08133993097969114,0.004835648061240567,0.05550798611023672,0.004835648061240567,0.0040167565816863855,1.5213439760568524e-05,0.0019652356732177963,1.5213439760568524e-05,263.0268502654708,-0.06685343,-0.0035127224,-0.00011404899,0.0013205098,15.820895555170674,0.00071987364,128.17760244540224,-0.019639852365799855,0.000986988,0.00024870303,0.001253309,10.478913561793899,0.00064123917,0.004001543141925817,-0.043495238,0.057266235,0.01689148,0.106292725,0.07650428291845057,0.12191344,0.0019500222334572278,-0.01277780532836914,-0.016090393,-0.036834717,0.100883484,0.05067233804899615,0.10859638
1,34,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,9,1,1,0.39955983,1,0,,0,121.302704,161.94223,243.50201,139.33485,161.22281,395.80527,0.0313718,0.15692002,0.987113,253.14482,0.67507786,0.57,0.7131459,1.01,2,,,,21.150345,221.24333,121.834785,33.05432,,,0.9247152,0.04155548,0.9247152,0.0,0.03216545,0.0015638792,0,52,11,0.31804147,121.3423,162.24321,243.61949,122.349266,163.36687,264.13388,0.011629676,0.017204229,0.31736237,21.718138,2,1,0.31804147,0,2.0,2.1030564,0.28021327,0.15473732,3.0359118,0.09834997,-0.004926736,0.9951398,130.37231,161.6652,335.55093,92.29954,0.10574836,2.3161292,0.28088087,187,0.60814524,2.8016436,0.28154767,195,0.5978042,2.1030564,0.28021327,308,0.30146518,0.7242956,0.7242956,0.14723016,11.0,0.12847422,121.29466,162.11995,243.7,0,52,11,0.31804147,121.3423,162.24321,243.61949,122.349266,163.36687,264.13388,0.011629676,0.017204229,0.31736237,21.718138,2,1,0.31804147,0,1,0,1,0,True,True,0.683296263217926,0.017364827916026115,0.01441506389528513,0.9997453093528748,0.017369184643030167,0.014426124282181263,0.9997450709342957,0.017365852370858192,0.014399518258869648,0.9997454881668091,0.017369184643030167,0.014426124282181263,0.9997450709342957,0.0834132848230265,0.04411098144222472,0.14388669030206458,0.04411098144222472,0.0019496611651172843,0.0006188383199467538,0.014146541948150066,0.0006188383199467538,2.150517836847979,-0.11894111,-0.00039259138,-0.0007597267,0.00033045537,0.8909868267673615,0.0004883533,21.85983510097963,1.1484501861512049,-0.00032632114,-0.0018551138,-0.00048221683,2.261924482240849,0.0010273183,0.0013308228451705305,-0.037828207,-0.04763794,-0.1232605,0.08050537,0.039302303380801776,0.15473732,0.013527703628203313,0.36525478959083557,-0.039596558,-0.3009796,-0.11747742,0.09977570885983986,0.32551122
1,34,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,10,1,1,0.4201263,1,0,,0,-93.708374,-2.2717705,476.01614,-98.72989,-3.11542,509.06342,-0.002967742,-0.17640138,0.98431385,34.766808,0.18802379,0.15,0.21793169,0.34,2,,,,26.230167,86.38368,41.83823,26.616907,,,0.9262508,0.0029670782,0.9262508,0.0,0.03754255,0.033239532,0,52,11,0.33663952,-93.79719,-2.4767728,475.86255,-94.80941,-7.5303774,509.4,0.008670503,-0.012020009,0.33631274,34.639156,2,0,0.33663952,0,2.0,1.7593393,0.12884057,0.19215043,4.5363293,-0.107010074,-0.03893036,0.9934955,-96.77891,-3.703774,504.2172,28.401943,0.12711053,1.9550759,0.16129325,99,0.6479019,1.7350801,0.16074274,83,0.5655443,1.7593393,0.12884057,128,0.3019641,0.75217766,0.18612976,0.75217766,0.0,0.06169257,-93.73962,-2.598076,476.0,0,52,11,0.33663952,-93.79719,-2.4767728,475.86255,-94.80941,-7.5303774,509.4,0.008670503,-0.012020009,0.33631274,34.639156,2,0,0.33663952,0,1,0,1,0,False,False,0.18347668647766113,-0.0017200754955410957,-0.000226391784963198,0.9999984502792358,-0.001725112902931869,-0.00021582421322818846,0.9999984502792358,-0.0017173505621030927,-0.00019795779371634126,0.9999984502792358,-0.001725112902931869,-0.00021582421322818846,0.9999984502792358,0.11242549567253778,0.04489975187914075,0.17713603567454808,0.04489975187914075,0.0016284793091547855,0.0006786611450539405,0.005756980124706362,0.0006786611450539405,1.3995469919312276,-0.6172744,-0.0006137861,0.04897636,0.00028884638,1.503922426457054,0.00039616605,7.4828491606791365,-0.4549758015139856,-0.0009468704,-0.08276993,0.00032277172,2.945145090141152,0.00055897847,0.000949818164100845,-0.20779896,0.05757141,-0.12130332,0.13745117,0.06752574379339703,0.19215043,0.005078318979652421,-0.15316283702850342,0.08881378,0.20500231,0.15359497,0.13223628379540733,0.27111852
1,26,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,1,1,1,0.30276844,1,0,,0,-23.188093,49.333576,50.321922,-19.824884,69.486404,205.39749,-0.014232631,0.1046867,0.9944035,221.20804,0.60465646,0.53,0.64352226,0.97,2,,,,29.274805,289.4829,171.56325,34.80581,,,0.8908432,0.07208622,0.8908432,0.0,0.032427676,0.004642911,0,52,11,1.1305275,-23.256248,49.49384,50.195465,-21.292753,51.397564,89.66181,-0.0052948403,0.011552379,1.130456,41.082973,2,1,1.1305275,0,2.0,1.9072872,1.024435,0.12731478,9.2433815,0.016316608,0.108079776,0.99400824,-21.389162,61.51503,160.46497,110.82903,0.13048914,1.8473564,1.0197186,565,0.5079546,2.5472326,1.033481,606,0.7436708,1.9072872,1.024435,995,0.30180836,0.96050256,0.96050256,0.013672314,11.0,0.025825147,-23.197515,49.53665,50.299995,0,52,11,1.1305275,-23.256248,49.49384,50.195465,-21.292753,51.397564,89.66181,-0.0052948403,0.011552379,1.130456,41.082973,2,1,1.1305275,0,1,0,1,0,True,True,0.6138184666633606,0.0045972904190421104,0.004482741001993418,0.9999794363975525,0.004592019133269787,0.004478909075260162,0.9999794363975525,0.004598134197294712,0.004464355297386646,0.9999794960021973,0.004592019133269787,0.004478909075260162,0.9999794363975525,0.10447570003001197,0.010908049834548893,0.10217205531544797,0.010908049834548893,0.011181884595066947,0.00013451643729060861,0.006407730086954602,0.00013451643729060861,82.12652951779909,-0.09384332,-0.0025254712,0.00086500356,0.0020824657,8.577853201505162,0.0017151413,46.635294362661234,-0.4570512715067097,-0.0029306225,-0.0032380407,0.0025192956,8.366665615318336,0.0028994072,0.011047368157776337,-0.10609245,0.058732986,0.042812347,0.104530334,0.09356765019546308,0.12731478,0.006273213649663993,-0.51670902967453,0.06815529,-0.16026306,0.12645721,0.09126400548089908,0.21522272
1,26,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,2,1,1,0.45992622,1,0,,0,-200.79198,-53.949944,61.967285,-199.56291,-51.597874,64.5451,0.3321997,0.6357433,0.6967595,3.6997235,0.07843859,,0.09464434,,1,,,,13.519454,209.99638,109.05747,21.2629,,,,,,,,,0,52,11,,,,,,,,-0.016753599,-0.0033823245,0.9222446,0.0,2,0,0.9224031,0,1.0,1.9767556,0.014719386,0.0,3.3079689,0.33220503,0.63574153,0.6967587,-199.91609,-51.348587,64.47005,3.6885831,0.20373979,,0.014719386,15,0.33372355,1.9767556,0.012201718,14,1.4837605,2.4004424,0.012156593,14,0.43056515,,,,,,-201.14146,-53.693573,61.899998,0,52,11,,,,,,,,-0.016753599,-0.0033823245,0.9222446,0.0,2,0,0.9224031,0,1,0,1,0,False,False,,-0.011492742225527763,-0.004853541497141123,0.9999221563339233,,,,-0.011461084708571434,-0.004876687657088041,0.9999223947525024,,,,0.8095823658586383,,0.8095866169329402,,0.009647432839602916,,,,,-0.98404235,,,,,,,,,,,,,,-0.90768373,,,,,,,,,,,,
1,26,4,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,4,1,2,0.56151336,2,1,,0,-30.45464,-165.53172,282.94336,-30.787815,-165.41069,290.16953,-0.0458589,0.017730912,0.99879056,7.234874,0.09862274,,0.11819458,,2,,,,12.018933,222.413,97.95773,20.108124,,,,,,,,,0,52,11,0.41828033,-30.494368,-165.51602,282.50806,-30.640131,-164.39282,289.86703,-0.014365592,-0.0062063136,0.4179872,8.362029,2,1,0.41828033,0,2.0,1.7356821,0.02341879,0.43739378,3.5740483,-0.045707814,0.016555186,0.9988176,-30.754137,-165.42325,289.48807,6.5524545,0.0049231597,1.6638681,0.023201521,14,0.5839461,1.8819735,0.023529204,17,0.6184654,1.7356821,0.02341879,27,0.30035514,,,,,,-30.45464,-165.53172,282.94336,0,52,11,0.41828033,-30.494368,-165.51602,282.50806,-30.640131,-164.39282,289.86703,-0.014365592,-0.0062063136,0.4179872,8.362029,2,1,0.41828033,0,1,1,1,0,True,True,0.14453420042991638,0.0038589532487094402,-0.014669282361865044,0.9998849630355835,0.003855581395328045,-0.014668457210063934,0.9998849630355835,0.0038589532487094402,-0.014669282361865044,0.9998849630355835,0.003855581395328045,-0.014668457210063934,0.9998849630355835,0.058599596203767826,0.03820777952406609,0.05936209987724383,0.03820777952406609,8.041807889093655e-05,0.0006106200261256926,0.0005093181288046909,0.0006106200261256926,-0.8683009474792709,-0.94401175,-0.0013028034,9.4862684e-05,0.0015408507,0.5337084995179439,0.001330108,-0.1659000572970879,-0.654456141180873,-0.0013028034,9.4862684e-05,0.0015408507,0.5536652644222148,0.001330108,-0.000530201947234756,-0.39486155,0.039728165,-0.015701294,0.43530273,0.020391816679701733,0.43739378,-0.00010130189732100172,-0.273746132850647,0.039728165,-0.015701294,0.43530273,0.021154320353177734,0.43739378
1,26,4,0,2,0.34712,1,0,,0,-31.370398,-165.99693,303.49683,-39.947075,-168.79549,473.75363,-0.019035468,-0.055679698,0.99826723,203.61246,0.56606066,0.44,0.60526115,0.86,2,,,,28.506695,364.47226,138.71426,44.06081,,,0.9308842,0.020144077,0.9308842,0.0,0.040188197,0.008783542,0,52,11,0.41828033,-30.494368,-165.51602,282.50806,-30.640131,-164.39282,289.86703,-0.014365592,-0.0062063136,0.4179872,8.362029,2,1,0.41828033,0,2.0,4.7075415,0.37184447,21.016542,5.627994,-0.021665666,-0.06439584,0.9976892,-32.854065,-170.18513,369.41785,66.07052,0.08819695,5.604765,0.37624162,269,0.6770845,4.4797215,0.37537587,230,0.5409177,4.7075415,0.37184447,374,0.30069485,0.94482523,0.05027624,0.0048985253,22.0,0.94482523,-31.422604,-165.93047,303.5,0,52,11,0.41828033,-30.494368,-165.51602,282.50806,-30.640131,-164.39282,289.86703,-0.014365592,-0.0062063136,0.4179872,8.362029,2,1,0.41828033,0,1,1,1,0,True,True,0.5758370757102966,0.0037663120310753584,-0.014677880331873894,0.9998852014541626,0.003855581395328045,-0.014668457210063934,0.9998849630355835,0.003770930226892233,-0.014683760702610016,0.9998850226402283,0.003855581395328045,-0.014668457210063934,0.9998849630355835,0.055894876581393985,0.03820777952406609,0.04694436816987793,0.03820777952406609,0.0011617303377833227,0.0006106200261256926,0.001269014604587365,0.0006106200261256926,0.902542150728917,-0.111016124,0.03043959,0.0025039508,0.074305646,0.46291873743113615,0.063911,1.0782394128785837,0.37667738569972736,0.028727598,0.002905527,0.07429441,0.22865994189243283,0.063898854,0.0005511103116576301,-0.046435863,-0.928236,-0.41444397,20.991943,0.01768709705732789,21.016542,0.0006583945784616723,0.15755674242973328,-0.87602997,-0.48091125,20.98877,0.008736588645811838,21.012548
1,26,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,5,1,1,0.48498735,1,0,,0,-9.607344,-89.05908,375.14304,-10.618564,-89.12842,380.38327,-0.18945445,-0.012992754,0.98180354,5.33737,0.08868787,,0.10667563,,2,,,,17.264647,175.59145,89.57589,22.172688,,,,,,,,,0,52,11,0.08129113,0.33032084,-98.27071,352.33795,-0.039666206,-97.73414,354.6853,-0.007968821,-0.00021524308,0.080897704,2.610866,2,0,0.08129113,0,0.0,1.9491459,0.021142235,0.0,5.06997,-0.18945992,-0.012992228,0.9818025,-10.633212,-89.43036,379.37216,4.3513246,0.35994652,1.9491459,0.022061085,18,0.6254565,3.3612096,0.02119042,19,0.59742767,2.6337168,0.021142235,25,0.30556044,,,,,,-9.80881,-89.373825,375.1,0,52,11,0.08129113,0.33032084,-98.27071,352.33795,-0.039666206,-97.73414,354.6853,-0.007968821,-0.00021524308,0.080897704,2.610866,2,0,0.08129113,0,1,0,1,0,True,True,0.1379464715719223,0.005642868112772703,-0.007856602780520916,0.9999532103538513,0.006547192577272654,-0.008655919693410397,0.9999410510063171,0.005660557188093662,-0.007828906178474426,0.9999532699584961,0.006547192577272654,-0.008655919693410397,0.9999410510063171,0.1963275684851043,0.10490575739523877,0.1963406293818621,0.10490575739523877,0.0008149171770555192,0.0008946266202419028,0.005317787197177916,0.0008946266202419028,-0.08909800064392288,-0.73991954,-30.6948,-0.090534486,0.064602904,0.8714660983327,0.07233411,4.944141474059884,0.6969436730566871,-30.084885,-0.093737304,0.06472503,0.871590599571546,0.07252065,-7.970944318638361e-05,-0.060148895,-10.139132,8.896889,22.762054,0.09142181108986552,26.458794,0.0044231605769360135,0.056655339896678925,-9.937664,9.211632,22.805084,0.09143487198662331,26.527027
1,26,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,6,1,1,0.3484896,1,0,,0,100.70151,18.405643,23.571718,102.7465,-5.260733,87.152115,0.05934902,-0.07736582,0.9952347,89.934875,0.31776208,0.26,0.35466498,0.59,2,,,,18.209381,434.81384,121.82236,26.139671,,,0.92976904,0.009836285,0.92976904,0.0,0.04977698,0.010617707,0,52,11,0.16686477,100.80388,18.346552,23.733395,96.52798,10.135103,56.820568,-0.0009183553,-0.010737762,0.1665156,36.276268,2,1,0.16686477,0,2.0,5.396376,0.15989505,0.23289879,3.0028868,-0.03852065,-0.19904514,0.97923285,98.71147,7.934365,75.74132,53.247112,0.09063299,2.7352176,0.158431,102,0.9456614,4.6299253,0.16126911,153,0.45317593,5.396376,0.15989505,195,0.30636227,0.4985618,0.09514186,0.4985618,0.0,0.40629634,100.76259,18.532944,23.599997,0,52,11,0.16686477,100.80388,18.346552,23.733395,96.52798,10.135103,56.820568,-0.0009183553,-0.010737762,0.1665156,36.276268,2,1,0.16686477,0,1,0,1,0,True,True,0.33486777544021606,0.01585148088634014,0.0016809924272820354,0.9998728632926941,0.015855032950639725,0.0016640659887343645,0.9998729228973389,0.01584598422050476,0.0016694505466148257,0.9998730421066284,0.015855032950639725,0.0016640659887343645,0.9998729228973389,0.20936376186184077,0.06942479858082877,0.09036646868485836,0.06942479858082877,0.007008709164616405,0.0008042552507435669,0.002734563293160637,0.0008042552507435669,7.7145333003876155,-0.041768674,-0.00040961007,0.010159502,-0.00562069,2.0156913111974846,0.002214442,2.400118669579616,1.0068213327165623,-0.0010155484,0.003220854,-0.0068121906,0.30164538510901057,0.0019042698,0.006204453913872838,-0.00696972,-0.041290283,0.18639183,-0.13339806,0.13993896328101202,0.23289879,0.0019303080424170702,0.16800300776958466,-0.102371216,0.059091568,-0.1616764,0.020941670104029586,0.20027715
1,26,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,7,1,1,0.39355147,1,0,,0,100.65652,90.067215,464.6067,104.088165,91.695465,504.2546,0.005531282,0.09735819,0.995234,41.43862,0.20510578,0.16,0.23642503,0.36,2,,,,39.268707,76.78561,50.25714,39.290493,,,0.72502315,0.009367779,0.72502315,0.0,0.12391998,0.14168909,0,52,11,0.59275603,100.723694,90.335625,464.62878,100.37612,94.07838,508.6596,0.0023625412,0.01594987,0.59253645,44.89111,2,1,0.59275603,0,2.0,1.8659828,0.31935722,0.122790396,8.380078,0.076994486,0.040545367,0.99620676,103.58664,91.784996,502.56454,38.109097,0.17104699,2.2360618,0.34791744,201,0.562623,1.8875339,0.36032757,199,0.6479621,1.8659828,0.31935722,301,0.3011423,0.66287565,0.66287565,0.23796685,11.0,0.0991575,100.65245,90.239845,464.6,0,52,11,0.59275603,100.723694,90.335625,464.62878,100.37612,94.07838,508.6596,0.0023625412,0.01594987,0.59253645,44.89111,2,1,0.59275603,0,1,0,1,0,False,False,0.19173860549926758,0.015231825411319733,0.007870015688240528,0.9998530149459839,0.015237998217344284,0.007878348231315613,0.9998528957366943,0.015232173725962639,0.00785495713353157,0.9998531937599182,0.015237998217344284,0.007878348231315613,0.9998528957366943,0.06998208233674184,0.02210882003604091,0.09017599348031971,0.02210882003604091,0.001564049363773747,0.0002897391034895084,0.0015591626974079168,0.0002897391034895084,4.398130058859597,-0.4612333,-0.00070731406,-0.0010602619,-6.193778e-05,2.165346781178727,0.00025373723,4.381264312030892,-0.6765303179673067,-0.0006669416,-0.00297125,-4.7553505e-05,3.078733886897556,0.0005735763,0.0012743102602842387,-0.27339882,-0.071243286,-0.09577942,-0.028778076,0.047873262300700936,0.12279039,0.0012694235939184084,-0.401017427444458,-0.06717682,-0.26840973,-0.022094727,0.0680671734442788,0.27756926
1,26,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
