,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,44,8,1,1,0.58127785,1,0,,0,-17.399933,-93.25588,279.8715,-19.164146,-88.18503,299.04214,-0.0921176,0.16472678,0.98202825,19.983242,0.1463158,0.18,0.1724965,0.32,2,,,,8.239642,191.92928,86.24953,12.48946,,,0.8780329,0.008716564,0.8780329,0.0,0.05580916,0.05744138,0,52,11,0.06578879,-17.422499,-93.080986,279.65927,-18.276543,-86.98261,298.83136,-0.0069043655,0.0026579243,0.06536948,22.030842,2,1,0.06578879,0,2.0,1.7306023,0.05103026,0.27592558,2.6607854,-0.07678389,0.25047153,0.9650741,-18.872543,-88.45218,298.3803,19.178644,0.04118717,1.3370221,0.05108316,29,0.42890733,2.6422026,0.049588416,53,1.129423,1.7306023,0.05103026,69,0.31085694,0.9809297,0.016035518,0.9809297,0.0,0.003034787,-17.399933,-93.25588,279.8715,0,52,11,0.06578879,-17.422499,-93.080986,279.65927,-18.276543,-86.98261,298.83136,-0.0069043655,0.0026579243,0.06536948,22.030842,2,1,0.06578879,0,0,1,1,0,True,True,0.18047715723514557,0.005017559044063091,-0.008267073892056942,0.9999532699584961,0.005015653092414141,-0.008251724764704704,0.9999533295631409,0.005017559044063091,-0.008267073892056942,0.9999532699584961,0.005015653092414141,-0.008251724764704704,0.9999533295631409,0.2744545177297813,0.12048595082672595,0.19953773440368255,0.12048595082672595,0.0038438687087787955,0.0009550469484304801,0.007185753503191589,0.0009550469484304801,3.0247955507274193,-0.224332,-0.0012952127,0.0018789684,0.00075884926,1.2778964339542098,0.00093452557,6.523979334210349,1.7432812738178909,-0.0012952127,0.0018789684,0.00075884926,0.6561078950245667,0.00093452557,0.0028888217603483153,-0.014758531,0.022565842,-0.17489624,0.21221924,0.15396856690305535,0.27592558,0.0062307065547611085,0.11468836665153503,0.022565842,-0.17489624,0.21221924,0.07905178357695661,0.27592558
1,44,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,10,1,1,0.44764826,1,0,,0,-197.9768,178.19426,461.59982,-198.73247,179.55472,504.20056,-0.017654618,0.012405536,0.9997672,44.772297,0.21337715,0.34,0.2453348,0.48,2,,,,37.913586,70.41557,47.71174,38.519226,,,0.5001125,0.0296804,0.1485104,2212.0,0.32169673,0.5001125,0,52,11,1.3309369,-198.02925,178.15823,461.65503,-201.3,176.4888,495.08102,-0.022434046,0.042470545,1.3300698,37.52279,2,0,1.3309369,0,2.0,1.8153672,0.25869167,0.106040165,6.9532175,-0.045339882,0.0072747986,0.99894506,-199.65825,178.49867,498.76535,37.2046,0.097208746,1.5964447,0.27738008,151,0.59315187,1.9371828,0.27859,140,0.6083066,1.8153672,0.25869167,240,0.3003168,0.78802305,0.78802305,0.1238688,11.0,0.088108145,-197.97139,178.22801,461.6,0,52,11,1.3309369,-198.02925,178.15823,461.65503,-201.3,176.4888,495.08102,-0.022434046,0.042470545,1.3300698,37.52279,2,0,1.3309369,0,1,0,1,0,True,False,0.356038898229599,-0.010814298875629902,0.015547223389148712,0.9998207092285156,-0.010819293558597565,0.015541060827672482,0.9998207092285156,-0.010814771056175232,0.015544279478490353,0.9998207092285156,-0.010819293558597565,0.015541060827672482,0.9998207092285156,0.035515821896504006,0.017454261026334867,0.007525474074852226,0.017454261026334867,0.0003263068424883859,0.0004054715635999599,2.0163465492356476e-05,0.0004054715635999599,-0.19524111730231783,-0.80563194,-0.00029218575,0.00039166556,-0.000119186814,1.0347937871971769,0.00019895234,-0.9502715669791092,-0.7324900257131669,-0.00026483188,0.0002022135,-0.00011958345,-0.5688460219829505,0.00015804704,-7.9164721111574e-05,-1.0722452,0.057861328,0.06977844,-0.055023193,0.01806156087016914,0.106040165,-0.0003853080981076034,-0.9748980104923248,0.052444458,0.036026,-0.0552063,-0.009928786951482641,0.08423793
1,64,1,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,1,1,2,0.50082046,2,1,,0,-140.72493,-109.479454,95.97601,-139.90648,-109.266396,96.345055,0.88697857,0.23090373,0.39994067,0.9227391,0.05088957,,0.06200968,,2,,,,28.004171,188.29416,110.52792,33.96153,,,,,,,,,0,52,11,0.02843065,-141.11372,-110.05961,92.73791,-141.64021,-110.3418,100.41578,-0.0019087475,0.0046767266,0.02797366,8.598309,2,1,0.02843065,0,2.0,0.96797216,0.002563193,3.187222,2.7778249,0.88697994,0.23090523,0.39993677,-139.83072,-109.339134,96.21903,0.9227339,0.4950979,,0.003489768,3,0.75011593,,,0,211789.73,0.96797216,0.002563193,3,0.7501186,,,,,,-140.64917,-109.5522,95.85,0,52,11,0.02843065,-141.11372,-110.05961,92.73791,-141.64021,-110.3418,100.41578,-0.0019087475,0.0046767266,0.02797366,8.598309,2,1,0.02843065,0,1,1,1,0,True,True,0.11727505922317505,-0.006006274372339249,-0.009872599504888058,0.9999331831932068,-0.006049830932170153,-0.009921100921928883,0.9999324679374695,-0.006013033911585808,-0.00986593309789896,0.9999333024024963,-0.006049830932170153,-0.009921100921928883,0.9999324679374695,1.1676623815493858,0.18577883358614866,1.1676629452850213,0.18577883358614866,0.0034947481344110914,0.000981249057818574,0.15989712604797407,0.000981249057818574,2.561530180910753,-0.909844,-0.0032920528,-0.004610303,0.033557918,5.285228295439382,0.015812755,161.9526416090969,3.124951739725172,-0.0027551816,-0.0052712746,0.034916744,5.28523132988429,0.016434604,0.0025134990765925177,-0.025867457,0.46455383,0.50740814,3.112091,0.9818835479632372,3.187222,0.1589158769901555,0.08884440921247005,0.38879395,0.5801544,3.2381058,0.9818841116988727,3.3125622
1,64,1,1,2,0.49730065,2,0,,0,-141.16226,-109.88641,92.804985,-141.05893,-110.23329,100.599144,-0.028503327,-0.007980321,0.9995619,7.8140736,0.10139434,,0.12137623,,2,,,,14.098985,212.73586,109.980545,21.305916,,,,,,,,,0,52,11,0.02843065,-141.11372,-110.05961,92.73791,-141.64021,-110.3418,100.41578,-0.0019087475,0.0046767266,0.02797366,8.598309,2,1,0.02843065,0,2.0,2.010503,0.023508592,0.10232577,3.3603652,0.01370221,-0.03913537,0.9991399,-140.98497,-110.25901,99.789825,6.995844,0.08811274,2.2160778,0.02264036,20,0.6442224,1.9041607,0.025954343,19,0.56236416,2.010503,0.023508592,31,0.30025825,,,,,,-141.08083,-109.98522,92.799995,0,52,11,0.02843065,-141.11372,-110.05961,92.73791,-141.64021,-110.3418,100.41578,-0.0019087475,0.0046767266,0.02797366,8.598309,2,1,0.02843065,0,1,1,1,0,True,True,0.14643941819667816,-0.006046832539141178,-0.009914341382682323,0.999932587146759,-0.006049830932170153,-0.009921100921928883,0.9999324679374695,-0.006054171361029148,-0.009905431419610977,0.9999326467514038,-0.006049830932170153,-0.009921100921928883,0.9999324679374695,0.03527965245849081,0.18577883358614866,0.022532215602765544,0.18577883358614866,2.9260059663548425e-05,0.000981249057818574,7.434740097915819e-05,0.000981249057818574,-0.9701808022841858,-0.17312507,-0.00023313076,-0.0006758755,0.0006694998,-0.8100986437610986,0.0005076685,-0.924231875295309,4.150758710811723,0.0003439652,-0.0015736462,0.0007233033,-0.8787148397488619,0.0009524118,-0.0009519889981550255,-0.0049220584,0.03289795,0.0743866,0.062088013,-0.15049918112765787,0.10232576,-0.0009069016568394158,0.11800876818597317,-0.048538208,0.17319489,0.06707764,-0.1632466179833831,0.19196832
1,64,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,2,1,1,0.34402257,1,0,,0,-137.79353,-131.51236,246.5171,-151.9988,-109.0374,361.50925,-0.12530479,0.078078985,0.98904115,139.96167,0.42737892,0.29,0.46651098,0.65,2,,,,28.258238,285.52213,155.69449,42.289154,,,0.94636196,0.00982195,0.94636196,0.0,0.039075557,0.004740554,0,52,11,0.45634323,-137.83958,-131.20647,246.4738,-134.60771,-131.7441,280.24542,0.0001317458,0.0035303023,0.4563293,38.754196,2,1,0.45634323,0,2.0,3.3870313,0.41663754,0.11371844,9.041688,-0.031937696,0.080346026,0.9962553,-139.23807,-127.58714,292.40707,46.07962,0.18828505,4.004988,0.423145,254,0.5284394,3.2461784,0.42229813,240,0.70004165,3.3870313,0.41663754,389,0.30112764,0.71486086,0.11418499,0.71486086,0.0,0.17095412,-137.76639,-131.28946,246.5,0,52,11,0.45634323,-137.83958,-131.20647,246.4738,-134.60771,-131.7441,280.24542,0.0001317458,0.0035303023,0.4563293,38.754196,2,1,0.45634323,0,1,0,1,0,True,True,0.4402458965778351,-0.00566940987482667,-0.011672822758555412,0.9999157786369324,-0.005675931461155415,-0.011665472760796547,0.9999158382415771,-0.005671813152730465,-0.011692618951201439,0.9999155402183533,-0.005675931461155415,-0.011665472760796547,0.9999158382415771,0.09580097914792786,0.020298893322259346,0.15010497238732656,0.020298893322259346,0.0038238275149316695,0.00018803397967620235,0.009919401622992147,0.00018803397967620235,19.335832499617165,-0.0870084,-0.00053102605,0.00063253404,0.000106296655,3.7195173464394973,0.0003651952,51.753239813748145,-0.03527462625237243,-0.00033409146,0.002331386,0.00017569592,6.3947367476789765,0.0010031005,0.003635793535255467,-0.039705694,0.07319641,-0.08299255,0.02619934,0.07550208582566852,0.113718435,0.009731367643315945,-0.016097337007522583,0.046051025,-0.30589294,0.043304443,0.12980607906506722,0.3123563
1,64,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,3,1,1,0.39517486,1,0,,0,199.85376,-60.05244,393.80746,201.43591,-70.75878,497.48413,0.024703309,-0.010741896,0.9996371,142.71838,0.43337262,0.36,0.47256327,0.75,2,,,,25.216423,155.46823,76.1375,29.14725,,,0.95228153,0.0052184663,0.95228153,0.0,0.033791013,0.008709006,0,62,11,0.3467849,199.91765,-60.087143,393.83557,197.6143,-65.093124,418.771,0.013097376,-0.016251821,0.3461558,26.651545,2,1,0.3467849,0,2.0,1.7901349,0.24990164,0.12021046,2.587964,0.0051091835,-0.1526068,0.9882738,200.29716,-74.83834,489.2307,96.56303,0.073694244,1.6833163,0.24992692,143,0.8287853,3.1451793,0.25242332,169,0.479005,1.7901349,0.24990164,247,0.3035596,0.7163286,0.7163286,0.15542409,11.0,0.1282473,199.8038,-60.102165,393.80002,0,62,11,0.3467849,199.91765,-60.087143,393.83557,197.6143,-65.093124,418.771,0.013097376,-0.016251821,0.3461558,26.651545,2,1,0.3467849,0,1,0,1,0,False,False,0.37518489360809326,0.02402367629110813,-0.005273392889648676,0.9996974468231201,0.02403358742594719,-0.00527205690741539,0.9996972680091858,0.02402804233133793,-0.005269025918096304,0.9996973872184753,0.02403358742594719,-0.00527205690741539,0.9996972680091858,0.14911916145754922,0.043830946566766185,0.005512229697481088,0.043830946566766185,0.005556943836881566,0.0006662264417373519,1.139987152159252e-05,0.0006662264417373519,7.340923579061867,-0.27937564,-0.0005694636,0.0002500082,-9.027366e-05,2.4021433059950255,0.0002696875,-0.9828888936142124,0.08189515966164125,-0.00031957435,-0.00057753286,-7.136656e-05,-0.8742388625104298,0.00017487463,0.0048907173951442135,-0.09688325,-0.113845825,-0.015022278,-0.03555298,0.10528821489078304,0.12021046,-0.0006548265702157593,0.028400003910064697,-0.06388855,0.0347023,-0.02810669,-0.0383187168692851,0.077948585
1,64,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4,1,1,0.2810094,1,0,,0,5.1094527,122.35174,303.20374,11.01101,146.56711,498.76883,0.02212334,0.08368684,0.9962465,283.85275,0.7432605,0.68,0.78038096,1.14,2,,,,18.876472,321.56354,121.91877,27.064371,,,0.7372505,0.152503,0.7372505,0.0,0.106457226,0.0037892465,0,52,11,1.104645,5.1712027,122.47169,303.02634,6.1538453,126.16553,344.48883,0.016279567,0.02876724,1.1041502,43.017258,2,1,1.104645,0,2.0,1.9466307,0.8678301,0.1772882,5.1921453,0.019306727,0.03083767,0.99933803,8.366059,127.61028,470.2322,167.14287,0.07124303,2.4156969,0.88700324,600,0.5699356,1.7801467,0.8570165,518,0.63429934,1.9466307,0.8678301,915,0.30019873,0.9294774,0.9294774,0.030872772,11.0,0.039649826,5.139078,122.455986,303.19998,0,52,11,1.104645,5.1712027,122.47169,303.02634,6.1538453,126.16553,344.48883,0.016279567,0.02876724,1.1041502,43.017258,2,1,1.104645,0,1,0,1,0,True,True,0.7507328987121582,0.007000892888754606,0.010832843370735645,0.9999167919158936,0.0070038423873484135,0.010834398679435253,0.9999167919158936,0.006998270284384489,0.010823618620634079,0.9999169111251831,0.0070038423873484135,0.010834398679435253,0.9999167919158936,0.02349498008880569,0.017062846457295066,0.07452386941583276,0.017062846457295066,0.0004790544410990515,0.0003216071548554224,0.004169425712611549,0.0003216071548554224,0.48956400337053796,-0.21438101,-0.006212195,-0.00012820346,0.0005730361,0.3769672104598131,0.00054236356,11.964343764322974,-0.320385382338017,-0.011941117,-0.0009794047,0.0005854233,3.367610621261305,0.0006818093,0.00015744728624362913,-0.23681492,-0.03212452,-0.015701294,0.17364502,0.006432133631510625,0.1772882,0.0038478185577561263,-0.3539121150970459,-0.061749935,-0.11994934,0.17739868,0.057461022958537694,0.22287033
1,64,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,6,1,1,0.26786634,1,0,,0,-187.58755,-152.06099,411.8011,-182.79044,-157.20409,496.61884,0.008102754,-0.11635311,0.99317485,138.65953,0.4245473,0.37,0.46364954,0.77,2,,,,22.424105,354.61447,123.55052,25.703648,,,0.8891864,0.02875705,0.8891864,0.0,0.06803765,0.014018903,0,52,11,0.7911382,-187.59518,-152.14587,411.74075,-193.90424,-153.00966,426.8504,-0.017037343,-0.032237194,0.7902973,18.7178,2,1,0.7911382,0,2.0,10.21232,0.72875464,0.124706365,14.311552,-0.0054654023,-0.007137756,0.99995947,-187.83151,-152.61073,462.71866,50.920727,0.15527202,10.035638,0.7259971,404,0.60753554,11.678021,0.7299617,410,0.59269655,10.21232,0.72875464,651,0.30001217,0.65122545,0.2730671,0.65122545,0.0,0.07570749,-187.5532,-152.24727,411.8,0,52,11,0.7911382,-187.59518,-152.14587,411.74075,-193.90424,-153.00966,426.8504,-0.017037343,-0.032237194,0.7902973,18.7178,2,1,0.7911382,0,1,0,1,0,True,True,0.4374975562095642,-0.009949130937457085,-0.01333936769515276,0.9998615384101868,-0.009952859953045845,-0.01333055179566145,0.9998615384101868,-0.009952140972018242,-0.013323047198355198,0.9998617172241211,-0.009952859953045845,-0.01333055179566145,0.9998615384101868,0.00765361101383319,0.029780502473507768,0.10486169057126626,0.029780502473507768,4.268881550922044e-05,0.0007016432989965167,0.004810711818534038,0.0007016432989965167,-0.9391588068035802,-0.07885289,-0.00022376336,0.0006664305,0.00014386387,-0.7429992653535074,0.0002612428,5.856349694231057,-0.44700234218150764,-4.066946e-05,-0.0005579162,0.00014653214,2.5211524944735046,0.00021874739,-0.0006589544834872963,-0.062383533,0.04197693,-0.10139465,0.05923462,-0.02212689145967458,0.124706365,0.004109068519537521,-0.353640615940094,0.0076293945,0.08488464,0.060333252,0.07508118809775849,0.10442084
1,64,7,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,2,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,7,1,2,0.48537424,2,1,,0,-168.70076,150.65881,191.25377,-167.62383,153.10298,192.6383,0.35797063,0.8124377,0.46021962,3.0084367,0.073317826,,0.08864681,,1,,,,21.131056,176.52061,101.44009,29.304558,,,,,,,,,0,52,11,0.05186761,-169.46822,150.7778,189.37425,-166.71655,150.97536,202.2572,0.0053814286,-0.0022216497,0.05153729,14.353021,2,1,0.05186761,0,1.0,2.0125213,0.009638483,2.0315318,3.2773495,0.35796878,0.81243885,0.46021885,-167.77466,153.07774,192.65347,2.9409385,0.09501896,2.886864,0.009556468,6,0.3213016,2.0125213,0.009638483,10,0.63360214,1.521311,0.009541858,8,0.6518638,,,,,,-168.82742,150.68842,191.3,0,52,11,0.05186761,-169.46822,150.7778,189.37425,-166.71655,150.97536,202.2572,0.0053814286,-0.0022216497,0.05153729,14.353021,2,1,0.05186761,0,2,0,1,0,True,True,0.12860479950904846,-0.008472244255244732,0.013463078998029232,0.9998734593391418,-0.008530957624316216,0.013473374769091606,0.9998728632926941,-0.00846096407622099,0.01346049178391695,0.9998736381530762,-0.008530957624316216,0.013473374769091606,0.9998728632926941,1.0836956136888396,0.12585177968849207,1.083692547977949,0.12585177968849207,0.011319397299617943,0.0008215140088834227,0.15103213114983863,0.0008215140088834227,12.77870270892024,-0.8141715,-0.0037811978,-0.0005928325,0.010169021,7.610888271673231,0.0068750614,182.8460811582714,1.4794818052810916,-0.0045286133,-0.0007891615,0.009924879,7.610863911978848,0.006882229,0.010497883290734521,-0.04222913,0.64079285,-0.08938599,1.9257507,0.9578438340003476,2.0315316,0.1502106171409552,0.0767371878027916,0.76745605,-0.11898804,1.8795166,0.9578407682894569,2.0336494
1,64,7,1,2,0.43585953,2,0,,0,-169.28348,151.20132,189.68199,-167.15546,151.11876,202.4019,-0.088302314,-0.1669306,0.9820066,13.375878,0.12435438,0.11,0.14748128,0.25,2,,,,13.19627,197.75572,76.05086,17.201513,,,0.9413392,0.0034375202,0.9413392,0.0,0.03809192,0.017131351,0,52,11,0.05186761,-169.46822,150.7778,189.37425,-166.71655,150.97536,202.2572,0.0053814286,-0.0022216497,0.05153729,14.353021,2,1,0.05186761,0,2.0,3.6645238,0.0405216,0.6913387,3.592681,0.12193464,-0.033562686,0.9919706,-168.00517,151.00269,200.88837,11.278931,0.14069754,4.8439083,0.040560376,31,0.6425095,1.4168627,0.04087181,25,0.57137257,3.6645238,0.0405216,47,0.3024283,,,,,,-169.38046,151.38124,189.7,0,52,11,0.05186761,-169.46822,150.7778,189.37425,-166.71655,150.97536,202.2572,0.0053814286,-0.0022216497,0.05153729,14.353021,2,1,0.05186761,0,2,0,1,0,True,True,0.16317997872829437,-0.008522861637175083,0.01352689415216446,0.9998721480369568,-0.008530957624316216,0.013473374769091606,0.9998728632926941,-0.00851421244442463,0.013510842807590961,0.9998724460601807,-0.008530957624316216,0.013473374769091606,0.9998728632926941,0.13903309122498422,0.12585177968849207,0.19842721297065524,0.12585177968849207,0.0007832906382616038,0.0008215140088834227,0.006424943859164205,0.0008215140088834227,-0.046527959606886056,-0.21874946,-0.00051781564,0.004002176,0.0017201104,0.10473679092277041,0.0023396122,6.820857331327553,2.14608622530059,-0.001090105,0.002808921,0.0016250322,0.5766738735185284,0.0018787616,-3.822337062181892e-05,-0.011346012,0.087753296,0.60343933,0.32574463,0.013181311536492157,0.6913387,0.0056034298502807825,0.1113123670220375,0.18473816,0.42352295,0.30773926,0.07257543328216318,0.55516064
1,64,8,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,8,1,2,0.5751913,2,1,,0,-172.04367,-51.092205,410.80002,-171.65045,-51.53949,417.01266,0.061584335,-0.06474289,0.99599993,6.2414865,0.09361526,,0.11240241,,2,,,,12.942585,221.23814,115.217766,18.357298,,,,,,,,,0,52,11,0.048799183,-172.07274,-51.322517,410.41168,-171.8226,-52.11312,416.93698,0.0057078693,0.002842627,0.04837808,6.9603057,2,1,0.048799183,0,2.0,1.8748773,0.016428629,0.4524309,2.809922,0.062984265,-0.07311047,0.99533314,-171.67543,-51.519657,416.6194,5.8466496,0.014497077,2.4719522,0.01634564,15,0.6906856,1.6334743,0.016684506,12,0.53477645,1.8748773,0.016428629,23,0.30140662,,,,,,-172.04367,-51.092205,410.80002,0,52,11,0.048799183,-172.07274,-51.322517,410.41168,-171.8226,-52.11312,416.93698,0.0057078693,0.002842627,0.04837808,6.9603057,2,1,0.048799183,0,1,1,1,0,True,True,0.14116482436656952,-0.008591779507696629,-0.004477320704609156,0.9999530911445618,-0.008594617247581482,-0.00449765520170331,0.9999529123306274,-0.008591779507696629,-0.004477320704609156,0.9999530911445618,-0.008594617247581482,-0.00449765520170331,0.9999529123306274,0.09931322767075376,0.14074968921886727,0.09261882264978216,0.14074968921886727,0.00016203749247712808,0.0009667349999358412,0.0012109466335876475,0.0009667349999358412,-0.8323868562864881,-0.6633421,-0.00016892853,-0.00448755,0.00094621134,-0.2943982454105413,0.0010099488,0.2526148672262965,1.8927702279587564,-0.00016892853,-0.00448755,0.00094621134,-0.3419607306858141,0.0010099488,-0.0008046975074587131,-0.032370552,0.029067993,0.23031235,0.38833618,-0.04143646154811351,0.4524309,0.0002442116336518063,0.09236564114689827,0.029067993,0.23031235,0.38833618,-0.04813086656908511,0.4524309
1,64,8,1,2,0.44305658,2,0,,0,-170.26439,-52.35836,423.45068,-168.80682,-51.327644,429.82602,0.206966,0.09489629,0.97373503,6.6491976,0.09571486,,0.1148355,,2,,,,15.03498,140.17122,67.2742,18.112228,,,,,,,,,0,52,11,0.048799183,-172.07274,-51.322517,410.41168,-171.8226,-52.11312,416.93698,0.0057078693,0.002842627,0.04837808,6.9603057,2,1,0.048799183,0,2.0,3.1208272,0.029469283,13.146959,4.828428,0.22178529,0.15971078,0.9619271,-168.85208,-51.159958,429.27094,6.1032877,0.13214053,2.1727252,0.031305257,22,0.48443577,3.8167017,0.030934481,23,0.87552905,3.1208272,0.029469283,25,0.31187394,,,,,,-170.2057,-52.13472,423.40002,0,52,11,0.048799183,-172.07274,-51.322517,410.41168,-171.8226,-52.11312,416.93698,0.0057078693,0.002842627,0.04837808,6.9603057,2,1,0.048799183,0,1,1,1,0,True,True,0.14256587624549866,-0.00842142291367054,-0.0045636435970664024,0.999954104423523,-0.008594617247581482,-0.00449765520170331,0.9999529123306274,-0.00842652190476656,-0.004583199042826891,0.9999539852142334,-0.008594617247581482,-0.00449765520170331,0.9999529123306274,0.28633172647786653,0.14074968921886727,0.23926972680439076,0.14074968921886727,0.002416064463656195,0.0009667349999358412,0.008161896723716732,0.0009667349999358412,1.49920036392242,-0.39611113,-0.010850266,0.01582546,0.03164711,1.0343329215641652,0.02934759,7.442744624181818,1.9214807879823177,-0.010509216,0.02018301,0.031770542,0.6999662886098724,0.02947602,0.0014493294637203539,-0.0193299,1.8670349,-0.81220245,12.988342,0.14558203725899926,13.146959,0.007195161723780891,0.09376669302582741,1.8083496,-1.0358429,13.039001,0.0985200375855235,13.2044935
1,64,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
