,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,87,5,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87,5,1,2,0.5663926,2,1,,0,-38.588085,-5.8363323,240.56581,-38.56698,-7.0885844,239.06804,0.010810853,-0.6413937,-0.76713574,1.9524094,0.06397876,,0.077566616,,2,,,,24.252302,253.22566,134.7373,39.926754,,,,,,,,,0,52,11,0.6117324,-38.662838,-5.937625,239.32083,-44.107784,-7.697507,261.59103,0.0147992065,-0.011014535,0.61145395,25.980087,2,1,0.6117324,0,2.0,1.3049008,0.0033034522,0.90170276,1.6919909,0.010810696,-0.64139354,-0.76713586,-38.56698,-7.0885925,239.06805,1.9524055,0.012007295,,0.0056863334,5,0.31947827,,,0,1.7452497,1.3049008,0.0033034522,6,0.39106503,,,,,,-38.588085,-5.8363323,240.56581,0,52,11,0.6117324,-38.662838,-5.937625,239.32083,-44.107784,-7.697507,261.59103,0.0147992065,-0.011014535,0.61145395,25.980087,2,1,0.6117324,0,1,1,1,0,True,True,0.12351912260055542,0.0031503515783697367,-0.000519217865075916,0.9999948740005493,0.0031440495513379574,-0.0005282876663841307,0.9999949336051941,0.0031503515783697367,-0.000519217865075916,0.9999948740005493,0.0031440495513379574,-0.0005282876663841307,0.9999949336051941,2.4445824844290756,0.027363198617821622,2.4445822978079197,0.027363198617821622,0.019741375690147507,0.0004580313722067812,0.738148128756739,0.0004580313722067812,42.10048806271536,-0.9945998,-0.0019334537,-0.01705945,0.0052021374,88.33833060133992,0.0051601925,1610.566747492347,-0.7980830868288512,-0.0019334537,-0.01705945,0.0052021374,88.33832378118858,0.0051601925,0.019283344317940727,-0.60842896,0.07475281,0.10129261,1.2449799,2.417219285811254,1.2513285,0.7376900973845322,-0.48821330070495605,0.07475281,0.10129261,1.2449799,2.417219099190098,1.2513285
1,87,5,1,2,0.34117585,2,0,,0,-38.531532,-6.3830214,241.0091,-57.995773,-25.189547,401.53995,0.0008316083,0.10846432,0.9941,356.91153,0.9073726,0.83,0.9416708,1.31,2,,,,45.202305,341.23282,188.32054,64.48064,,,0.86686283,0.090827085,0.86686283,0.0,0.037295207,0.0050148773,0,52,11,0.6117324,-38.662838,-5.937625,239.32083,-44.107784,-7.697507,261.59103,0.0147992065,-0.011014535,0.61145395,25.980087,2,1,0.6117324,0,2.0,1.8489234,0.56201315,0.19669844,5.4674215,-0.016483352,-0.023543965,0.9995869,-40.246235,-9.175158,343.7506,102.79308,0.14157568,1.8101033,1.1217465,402,0.6257773,2.1196344,,345,0.57672,1.8489234,0.56201315,546,0.300124,0.7977194,0.7977194,0.11588038,11.0,0.08640018,-38.55186,-6.7550006,241.0,0,52,11,0.6117324,-38.662838,-5.937625,239.32083,-44.107784,-7.697507,261.59103,0.0147992065,-0.011014535,0.61145395,25.980087,2,1,0.6117324,0,1,1,1,0,True,True,0.9135035872459412,0.003153452416881919,-0.0006009221542626619,0.9999948740005493,0.0031440495513379574,-0.0005282876663841307,0.9999949336051941,0.0031552582513540983,-0.0005678305751644075,0.9999948740005493,0.0031440495513379574,-0.0005282876663841307,0.9999949336051941,0.03020188082781072,0.027363198617821622,0.10927010262741894,0.027363198617821622,0.000512642320458216,0.0004580313722067812,0.01090719202387308,0.0004580313722067812,0.1192297112495174,-0.08127618,-0.0028703834,0.13766037,0.007016392,0.10374087655601297,0.0077148993,22.813198583587326,0.4933058187594531,-0.0033961732,0.07501256,0.007054392,2.993323447071405,0.007220547,5.461094825143475e-05,-0.049719274,0.11097717,-0.81737566,1.6791687,0.0028386822099890976,1.8708358,0.0104491606516663,0.3017711639404297,0.1313057,-0.44539642,1.6882629,0.08190690400959733,1.7509571
1,87,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87,7,1,1,0.5547662,1,0,,0,141.65393,-68.73788,484.34525,142.30731,-70.818596,504.35095,0.044021912,0.0007247975,0.99903035,20.198755,0.14697601,0.18,0.17323913,0.32,2,,,,9.131787,183.22655,70.68775,12.415728,,,0.79592067,0.039077327,0.79592067,0.0,0.14587238,0.019129623,0,52,11,1.2508601,141.7254,-68.68614,484.50336,141.89021,-68.6771,509.4,0.05305994,-0.019167857,1.2495872,24.930538,2,0,1.2508601,0,2.0,2.2437167,0.05993582,0.06842482,3.2646794,0.03673584,-0.10207766,0.9940979,142.32835,-70.61191,502.59576,18.358868,0.04556711,2.1421387,0.11586515,61,0.7341298,2.1941814,0.11416775,54,0.51242566,2.2437167,0.05993582,69,0.30178115,0.9907677,0.007139614,0.9907677,0.0,0.0020926602,141.65393,-68.73788,484.34525,0,52,11,1.2508601,141.7254,-68.68614,484.50336,141.89021,-68.6771,509.4,0.05305994,-0.019167857,1.2495872,24.930538,2,0,1.2508601,0,0,1,1,0,False,False,0.2087191790342331,0.018774431198835373,-0.005984191782772541,0.9998058080673218,0.01878039538860321,-0.005979605484753847,0.999805748462677,0.018774431198835373,-0.005984191782772541,0.9998058080673218,0.01878039538860321,-0.005979605484753847,0.999805748462677,0.09796283899461575,0.02543332918786401,0.026134048434714743,0.02543332918786401,0.0005751871459185544,0.0008091241480804436,0.0001425527964192032,0.0008091241480804436,-0.2891237428976487,-0.9520843,-0.00050430035,0.0007532076,-0.0003263374,2.851750522749517,0.0003554045,-0.8238183883679733,-0.8331394695022146,-0.00050430035,0.0007532076,-0.0003263374,0.02755121996317708,0.0003554045,-0.0002339370021618892,-1.1909243,-0.07147217,-0.051734924,-0.15811157,0.07252950980675174,0.18106364,-0.0006665713516612404,-1.0421409159898758,-0.07147217,-0.051734924,-0.15811157,0.0007007192468507333,0.18106364
1,87,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87,8,1,1,0.34152177,1,0,,0,-99.47267,156.29115,150.20265,-92.065285,158.17622,268.26358,0.012771662,-0.036789104,0.9992415,173.69255,0.5007297,0.35,0.5402036,0.74,2,,,,15.870022,213.43271,113.51555,25.824345,,,0.9523027,0.011926176,0.9523027,0.0,0.033135828,0.0026353297,0,52,11,0.35101384,-99.5316,156.2438,150.29979,-97.8969,157.22931,185.24464,0.0019235683,-0.0030013884,0.3509954,35.304867,2,1,0.35101384,0,2.0,1.9459931,0.32785857,0.22298889,3.914592,0.059532695,0.00943034,0.9981819,-94.47672,156.8476,234.40067,83.75294,0.07043163,1.8651651,0.32268292,223,0.59141517,1.8779534,0.32155475,217,0.6110925,1.9459931,0.32785857,363,0.30054644,0.8786915,0.8786915,0.070622325,11.0,0.050686177,-99.46276,156.05777,150.8,0,52,11,0.35101384,-99.5316,156.2438,150.29979,-97.8969,157.22931,185.24464,0.0019235683,-0.0030013884,0.3509954,35.304867,2,1,0.35101384,0,1,0,1,0,True,True,0.5117557048797607,-0.0022832623217254877,0.013993801549077034,0.9998994469642639,-0.002289537340402603,0.014011108316481113,0.9998992085456848,-0.002284272573888302,0.014015475288033485,0.9998992085456848,-0.002289537340402603,0.014011108316481113,0.9998992085456848,0.06201679422235112,0.023864543185715632,0.0529981591967755,0.023864543185715632,0.001260971185013538,0.0001999081456106716,0.001437421920336881,0.0001999081456106716,5.307752899020559,-0.06596684,-0.0006916399,-0.0011906722,0.003328106,1.598700244950505,0.0022556996,6.190411956180678,0.4579359776262155,-0.00059206766,0.00030303936,-0.00064629136,1.220790852116461,0.0005159645,0.0010610630394028663,-0.023155272,0.06884003,-0.18603516,0.5002136,0.038152251036635484,0.5381094,0.0012375137747262094,0.1607418656349182,0.058929443,0.047348022,-0.09713745,0.02913361601105987,0.12308615
1,87,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87,9,1,1,0.29874036,1,0,,0,-126.718,70.559456,419.00363,-135.11705,77.4555,504.17715,0.008179013,-0.20886238,0.9779108,105.78524,0.35278866,0.29,0.39063853,0.63,2,,,,25.921894,245.01942,114.35133,32.317093,,,0.5541105,0.051195066,0.5541105,0.0,0.3245962,0.070098236,0,52,11,1.1064609,-126.857254,70.27288,419.00143,-126.86443,72.244156,461.10004,0.0038962807,0.0011066335,1.1064534,42.378204,2,1,1.1064609,0,2.0,4.640391,0.98755234,0.20065252,14.105254,-0.031989574,-0.0005339645,0.99948806,-129.04349,70.28389,489.27725,70.013084,0.14633475,5.8994308,0.9717346,456,0.60086334,4.023994,0.9989876,446,0.59975237,4.640391,0.98755234,727,0.30015367,0.5393034,0.24123967,0.21945693,22.0,0.5393034,-126.8038,70.32127,419.30002,0,52,11,1.1064609,-126.857254,70.27288,419.00143,-126.86443,72.244156,461.10004,0.0038962807,0.0011066335,1.1064534,42.378204,2,1,1.1064609,0,1,0,1,0,True,False,0.30864813923835754,-0.004623946733772755,0.006157924421131611,0.9999703168869019,-0.004628748632967472,0.006153848022222519,0.9999703168869019,-0.004616552498191595,0.006178941577672958,0.9999702572822571,-0.004628748632967472,0.006153848022222519,0.9999703168869019,0.028175048213774576,0.009640407351190388,0.21697336631674846,0.009640407351190388,0.0007839519781221671,0.00010283166156992257,0.014530364777974461,0.00010283166156992257,6.623643984290794,-0.107467495,-0.00042135184,0.00068864756,0.0007126085,1.9225993453788601,0.00069277117,140.30244086442414,-0.7210492199299975,-0.0010977039,0.0040780357,5.2440528e-06,21.506659564541824,0.00071861164,0.0006811203165522445,-0.118908584,0.053451538,0.04839325,0.29858398,0.01853464086258419,0.30716667,0.014427533116404538,-0.7978127896785736,0.13925171,0.28657532,0.0021972656,0.20733295896555806,0.31862405
1,87,10,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87,10,1,2,0.55780524,2,1,,0,59.82092,-78.50787,309.18744,59.779205,-78.726326,306.43985,-0.015132988,-0.07924696,-0.99674016,2.7565753,0.071283706,,0.08627099,,2,,,,17.95718,224.9412,118.80616,30.285944,,,,,,,,,0,52,11,0.15681377,59.83575,-78.61238,306.50052,57.897655,-77.812164,320.321,0.001797963,0.009696023,0.15650257,14.719715,2,1,0.15681377,0,2.0,2.2050495,0.006736054,1.7358953,2.7597399,-0.015132814,-0.079243846,-0.99674034,59.78398,-78.701294,306.75458,2.4408293,0.006580345,,,0,0.529103,2.068197,0.013905855,10,0.6980917,2.2050495,0.006736054,11,0.3009811,,,,,,59.82092,-78.50787,309.18744,0,52,11,0.15681377,59.83575,-78.61238,306.50052,57.897655,-77.812164,320.321,0.001797963,0.009696023,0.15650257,14.719715,2,1,0.15681377,0,1,1,1,0,True,True,0.12745611369609833,0.011831824667751789,-0.0069413017481565475,0.9999058842658997,0.011835946701467037,-0.006952192634344101,0.9999057650566101,0.011831824667751789,-0.0069413017481565475,0.9999058842658997,0.011835946701467037,-0.006952192634344101,0.9999057650566101,3.055259523698845,0.06882463207843396,3.0552565326263887,0.06882463207843396,0.06287844292442285,0.0007428001696504549,1.189750880457536,0.0007428001696504549,83.65055003152737,-0.95704424,-0.00024787092,-0.0013294019,0.008766445,43.39194851368052,0.0083501525,1600.7105664063138,-0.1872135127980042,-0.00024787092,-0.0013294019,0.008766445,43.391905054349664,0.0083501525,0.062135642754772395,-0.15007772,-0.014831543,0.10450745,2.6869202,2.9864348916204113,2.6889927,1.1890080802878855,-0.029357656836509705,-0.014831543,0.10450745,2.6869202,2.986431900547955,2.6889927
1,87,10,1,2,0.4219326,2,0,,0,59.78418,-81.06932,309.52838,56.24783,-81.329926,345.76044,0.01972979,0.51447755,0.8572769,54.178993,0.23608677,0.15,0.26953307,0.39,2,,,,37.075237,112.13696,51.449757,41.149788,,,0.76270384,0.013040854,0.76270384,0.0,0.1323445,0.09191084,0,52,11,0.15681377,59.83575,-78.61238,306.50052,57.897655,-77.812164,320.321,0.001797963,0.009696023,0.15650257,14.719715,2,1,0.15681377,0,0.0,2.7724786,0.10775515,0.19794904,4.057517,-0.040420666,0.042637657,0.99827266,58.661602,-79.14103,338.2072,28.7569,0.1658288,2.7724786,0.11668161,99,0.5596371,0.613671,0.04535968,27,0.64905417,1.6102499,0.10775515,113,0.3005191,0.7058862,0.11652483,0.7058862,0.0,0.17758901,59.823975,-80.36716,309.5,0,52,11,0.15681377,59.83575,-78.61238,306.50052,57.897655,-77.812164,320.321,0.001797963,0.009696023,0.15650257,14.719715,2,1,0.15681377,0,1,1,1,0,True,True,0.25865161418914795,0.011831754818558693,-0.007105486933141947,0.9999047517776489,0.011835946701467037,-0.006952192634344101,0.9999057650566101,0.011828201822936535,-0.0071675460785627365,0.9999043345451355,0.011835946701467037,-0.006952192634344101,0.9999057650566101,0.07217702046901402,0.06882463207843396,0.5476686924855946,0.06882463207843396,0.000561352839075757,0.0007428001696504549,0.07758022296542695,0.0007428001696504549,-0.24427475650696598,-0.3128464,-0.00019680493,0.022321878,0.009786219,0.048709136385351126,0.010791234,103.44292574937681,0.6494190102734864,-0.00086187426,0.031253852,0.009878817,6.957451800998515,0.012109575,-0.00018144733057469788,-0.049058624,-0.01177597,-1.754776,2.9994812,0.0033523883905800522,3.4750922,0.0768374227957765,0.10183784365653992,-0.051570892,-2.4569397,3.0278625,0.4788440604071606,3.8996363
1,45,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,1,1,1,0.4462447,1,0,,0,-32.07201,144.33812,306.0931,-19.095177,135.57101,444.32312,0.0551601,0.07333318,0.995781,147.73747,0.44428268,0.36,0.4835647,0.75,2,,,,14.452488,195.24559,84.236244,39.731895,,,0.7640756,0.052559253,0.7640756,0.0,0.16466036,0.018704772,0,52,11,0.11742344,-32.14826,144.36182,306.2163,-36.762318,148.24368,325.05365,0.0080891345,0.008323024,0.11684732,22.913223,2,1,0.11742344,0,2.0,1.8456656,0.10221415,0.1269272,0.8327692,0.087470695,-0.035235748,0.99554384,-21.320822,139.95499,428.59314,122.74007,0.037594587,2.0329435,0.09274763,70,0.64204514,2.2364361,0.10152663,81,0.5678732,1.8456656,0.10221415,135,0.30134284,0.5089084,0.42581588,0.5089084,0.0,0.06527573,-32.05698,144.27983,306.40002,0,52,11,0.11742344,-32.14826,144.36182,306.2163,-36.762318,148.24368,325.05365,0.0080891345,0.008323024,0.11684732,22.913223,2,1,0.11742344,0,1,0,1,0,True,True,0.45667362213134766,0.0037093430291861296,0.012759772129356861,0.9999117255210876,0.0037013303954154253,0.012767229229211807,0.9999116659164429,0.003708114381879568,0.012765273451805115,0.9999116659164429,0.0037013303954154253,0.012767229229211807,0.9999116659164429,0.09667426941049438,0.08749062861239044,0.07960039691536372,0.08749062861239044,0.0009552846941208475,0.0008988306303498223,0.0028935859943913763,0.0008988306303498223,0.06280834438080223,-0.12952514,-0.0028392852,-0.0005679166,0.0005999544,0.10496713698092401,0.00064964034,2.219278356440969,2.889118149792387,-0.0023717666,-0.00016414936,-0.0004023282,-0.09018373535733527,0.00043171775,5.645406377102519e-05,-0.015209287,0.091278076,-0.08198547,0.18371582,0.009183640798103937,0.2209181,0.001994755364041554,0.33925018459558487,0.07624817,-0.0236969,-0.12319946,-0.007890231697026726,0.14681087
1,45,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,2,1,1,0.35016206,1,0,,0,-153.78368,-159.72148,50.25785,-155.63994,-156.73291,204.79643,0.07049562,-0.19714358,0.9778368,291.542,0.76040715,0.65,0.79726577,1.11,2,,,,22.826086,254.27753,126.91542,32.555637,,,0.94791657,0.01595529,0.94791657,0.0,0.028039062,0.008089076,0,52,11,0.48042765,-153.76247,-160.1316,50.276512,-153.29964,-153.71976,91.24553,0.0075175213,-0.015017626,0.48013374,44.072044,2,1,0.48042765,0,2.0,4.0351186,0.45939788,0.46847823,6.6093097,0.026134491,0.1416696,0.98956907,-151.83571,-150.19437,119.68266,69.5077,0.16200449,2.602257,0.45622602,298,0.48585042,6.421501,0.4585312,304,0.80624557,4.0351186,0.45939788,497,0.30316228,0.5415161,0.39923215,0.059251744,22.0,0.5415161,-153.65225,-160.04149,50.899994,0,52,11,0.48042765,-153.76247,-160.1316,50.276512,-153.29964,-153.71976,91.24553,0.0075175213,-0.015017626,0.48013374,44.072044,2,1,0.48042765,0,1,0,1,0,True,True,0.7677127122879028,-0.007206818088889122,-0.014480317011475563,0.999869167804718,-0.00721719628199935,-0.014489286579191685,0.9998689293861389,-0.0072191315703094006,-0.014452208764851093,0.9998694658279419,-0.00721719628199935,-0.014489286579191685,0.9998689293861389,0.16017286053256288,0.028360809058982285,0.20008632766438877,0.028360809058982285,0.011786011276097073,0.0003864250115921316,0.030735024151018076,0.0003864250115921316,29.500125309013672,-0.04377302,-0.0007167824,-0.00056277716,0.012401055,4.6476830473859065,0.0028095855,78.53683956528839,0.597977776960322,0.00013793819,-0.0025611792,-0.00037117727,6.055028904438765,0.0018060368,0.011399586264504942,-0.02102977,0.11021423,0.09011841,0.62348175,0.1318120514735806,0.6395295,0.030348599139425943,0.28728505969047546,-0.021209717,0.41012573,-0.018661499,0.1717255186054065,0.4110976
1,45,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,3,1,1,0.5162498,1,0,,0,-40.148315,-19.260267,469.94138,-40.53855,-17.143166,509.26074,-0.01604093,-0.04454076,0.99887884,39.439907,0.20007016,0.22,0.23098204,0.38,2,,,,24.016832,142.49753,62.522896,27.571499,,,0.6867168,0.024209958,0.6867168,0.0,0.11786428,0.17120896,0,52,11,0.60245436,-40.19833,-19.467651,469.9048,-40.62647,-16.812983,509.4,-0.015028111,-0.0069098542,0.6022271,39.791286,2,0,0.60245436,0,2.0,1.9553689,0.1336873,11.655453,3.9723816,-0.016272418,0.07332151,0.9971756,-40.69595,-16.79269,503.50052,33.654194,0.029166253,2.1320333,0.16132532,91,0.5337261,1.8899353,0.16262704,103,0.6895133,1.9553689,0.1336873,144,0.30084974,0.74811614,0.043386098,0.74811614,0.0,0.20849773,-40.148315,-19.260267,469.94138,0,52,11,0.60245436,-40.19833,-19.467651,469.9048,-40.62647,-16.812983,509.4,-0.015028111,-0.0069098542,0.6022271,39.791286,2,0,0.60245436,0,0,1,1,0,False,False,0.24405674636363983,0.002951321890577674,-0.001679185195825994,0.9999942183494568,0.002946970984339714,-0.001697271247394383,0.9999942183494568,0.002951321890577674,-0.001679185195825994,0.9999942183494568,0.002946970984339714,-0.001697271247394383,0.9999942183494568,0.07749609630389183,0.029556619653323575,0.04689718970364874,0.029556619653323575,0.0008028784719355554,0.0005263003765488743,0.0005367653270231078,0.0005263003765488743,0.5255137706727387,-0.77809554,-0.0012441934,-0.010652754,7.786806e-05,1.6219539721680443,0.00045854817,0.019883988194832215,-0.5948958778856152,-0.0012441934,-0.010652754,7.786806e-05,0.5866898939634072,0.00045854817,0.00027657809538668117,-0.46876705,0.050014496,0.20738411,0.036590576,0.047939476650568254,0.21644512,1.0464950474233566e-05,-0.35839761793613434,0.050014496,0.20738411,0.036590576,0.017340570050325167,0.21644512
1,45,5,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,5,1,2,0.58360696,2,1,,0,-195.94138,136.97687,220.58519,-195.92801,138.777,220.03986,0.007110597,0.95701617,-0.28994757,1.880962,0.06324676,,0.076682545,,0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0,52,11,0.3788846,-195.9687,138.06082,218.49474,-195.3707,141.09314,237.85425,-0.006597266,0.020505972,0.37827143,21.048746,2,1,0.3788846,0,0.0,4.019173,0.0049086986,0.105919264,5.2166266,0.007105976,0.95702296,-0.2899249,-195.92801,138.777,220.03986,1.8809566,0.00410493,4.019173,0.009812248,7,0.4386967,,,0,0.3080814,,0.0049086986,8,1.0347508,,,,,,-195.94138,136.97687,220.58519,0,52,11,0.3788846,-195.9687,138.06082,218.49474,-195.3707,141.09314,237.85425,-0.006597266,0.020505972,0.37827143,21.048746,2,1,0.3788846,0,1,1,1,0,True,True,0.1231415644288063,-0.01086619682610035,0.012206009589135647,0.9998664259910583,-0.010870643891394138,0.012304877862334251,0.9998651742935181,-0.01086619682610035,0.012206009589135647,0.9998664259910583,-0.010870643891394138,0.012304877862334251,0.9998651742935181,1.852801303457144,0.042356072563513,1.8528250210094264,0.042356072563513,0.016850937307290495,0.0006797329710473341,0.42274013379344105,0.0006797329710473341,23.790525140080423,-0.98704433,-0.00013945335,-0.0078512775,0.009567526,42.7434632467131,0.007260409,620.9208892310786,-0.6749892710428751,-0.00013945335,-0.0078512775,0.009567526,42.74402320307465,0.007260409,0.01617120433624316,-0.3739759,0.027328491,-1.0839539,2.090454,1.810445230893631,2.354931,0.4220604008223937,-0.25574304908514023,0.027328491,-1.0839539,2.090454,1.8104689484459133,2.354931
1,45,5,1,2,0.37059098,2,0,,0,-195.93141,136.68079,221.04857,-192.2994,147.56738,323.49475,0.005874685,0.404514,0.914513,213.82764,0.5884507,0.53,0.62746865,0.97,2,,,,36.0141,350.68338,179.89383,55.614223,,,0.6989325,0.2008473,0.6989325,0.0,0.087209076,0.013011071,0,52,11,0.3788846,-195.9687,138.06082,218.49474,-195.3707,141.09314,237.85425,-0.006597266,0.020505972,0.37827143,21.048746,2,1,0.3788846,0,1.0,2.598453,0.33430073,0.31042382,6.3097258,0.061788604,0.1486265,0.986961,-192.54733,145.15637,275.12814,54.84325,0.20892541,,0.2811866,213,0.48216408,2.598453,0.34604588,239,0.8224447,1.5401385,0.33430073,374,0.30396336,0.5312289,0.5312289,0.30854344,11.0,0.16022769,-195.93602,137.00522,221.0,0,52,11,0.3788846,-195.9687,138.06082,218.49474,-195.3707,141.09314,237.85425,-0.006597266,0.020505972,0.37827143,21.048746,2,1,0.3788846,0,1,1,1,0,True,True,0.597861111164093,-0.010865317657589912,0.01220808457583189,0.9998664259910583,-0.010870643891394138,0.012304877862334251,0.9998651742935181,-0.010864864103496075,0.012179126963019371,0.999866783618927,-0.010870643891394138,0.012304877862334251,0.9998651742935181,0.15525284731741537,0.042356072563513,0.40461511389970484,0.042356072563513,0.00805779971325624,0.0006797329710473341,0.09787786949463603,0.0006797329710473341,10.85436054520169,-0.11767141,-0.0001667834,-0.0076459274,0.011466017,2.6654212234765975,0.008382152,142.99458855707059,0.5779503570209934,-0.00019029815,-0.009995851,0.011688304,8.552706127155293,0.008950431,0.007378066742208905,-0.044583887,0.032684326,-1.055603,2.5052643,0.11289677475390236,2.718771,0.0971981365235887,0.21897649765014648,0.03729248,-1.3800354,2.553833,0.36225904133619186,2.9030936
1,45,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
