,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,nshw,ntrk,true_nshw,true_ntrk,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,45,6,1,1,0.5335623,1,0,,0,-194.38356,-73.33757,99.06738,-197.53285,-69.88564,111.42664,-0.2262731,0.2362829,0.9449714,13.21642,0.12376833,0.57,0.14681157,0.68,2,,,,12.682393,228.97218,111.012314,20.540562,,,0.41931996,0.015852574,0.31691962,211.0,0.41931996,0.24790785,0,52,11,0.07830767,-194.54707,-73.207985,98.53109,-197.309,-69.5925,112.044945,-0.0037628557,0.006259193,0.07796469,14.637445,2,1,0.07830767,0,2.0,1.8013183,0.032094665,0.9739541,2.5623088,-0.24332666,0.26360828,0.933436,-197.4314,-70.0357,110.75931,12.525682,0.013586599,1.2527602,0.03254781,19,0.4316488,2.1247675,0.032594636,36,1.2582493,1.8013183,0.032094665,49,0.32139322,,,,,,-194.38356,-73.33757,99.06738,0,52,11,0.07830767,-194.54707,-73.207985,98.53109,-197.309,-69.5925,112.044945,-0.0037628557,0.006259193,0.07796469,14.637445,2,1,0.07830767,0,0,1,1,0,True,True,0.16273380815982819,-0.010845402255654335,-0.006607010494917631,0.9999192953109741,-0.010860657319426537,-0.006595654413104057,0.9999192953109741,-0.010845402255654335,-0.006607010494917631,0.9999192953109741,-0.010860657319426537,-0.006595654413104057,0.9999192953109741,0.36462352939999565,0.09431418371798668,0.33078376764026024,0.09431418371798668,0.004266995906960658,0.0006965596946890654,0.01780599169989113,0.0006965596946890654,5.125815116054605,-0.5901466,-0.0008404813,0.0017700974,0.0054428815,2.866051902546003,0.0025015566,24.562764879526195,1.0781336135923332,-0.0008404813,0.0017700974,0.0054428815,2.507253677022244,0.0025015566,0.0035704362122715924,-0.04621301,0.16351318,-0.12958527,0.536293,0.270309345682009,0.5754469,0.017109432005202065,0.08442613482475281,0.16351318,-0.12958527,0.536293,0.23646958392227357,0.5754469
1,45,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,7,1,1,0.5166382,1,0,,0,-124.21725,71.76563,37.007317,-124.098206,71.86423,43.01207,0.019821178,0.016418466,0.9996687,6.006751,0.092374355,,0.11096276,,2,,,,10.61241,185.71169,90.55151,17.193874,,,,,,,,,0,52,11,0.025861174,-124.25875,72.24545,36.910213,-125.145996,73.22164,42.335583,-0.0019390344,-0.0043098195,0.025420558,7.5406384,2,1,0.025861174,0,0.0,1.5814093,0.021903628,0.3430794,4.00232,0.019818604,0.016415138,0.99966884,-124.10828,71.85589,42.503983,5.4984884,0.17319506,1.5814093,0.02200671,16,0.5836004,2.2071838,0.021658167,15,0.6177689,1.7590567,0.021903628,25,0.30009937,,,,,,-124.21725,71.76563,37.007317,0,52,11,0.025861174,-124.25875,72.24545,36.910213,-125.145996,73.22164,42.335583,-0.0019390344,-0.0043098195,0.025420558,7.5406384,2,1,0.025861174,0,0,1,1,0,True,True,0.14034497737884521,-0.004549753852188587,0.006502068135887384,0.9999685287475586,-0.004553552716970444,0.006545596290379763,0.9999682307243347,-0.004549753852188587,0.006502068135887384,0.9999685287475586,-0.004553552716970444,0.006545596290379763,0.9999682307243347,0.02630967265070909,0.18803515604951979,0.026313826216114392,0.18803515604951979,1.516166699436312e-05,0.0009143792116026315,9.717731137547484e-05,0.0009143792116026315,-0.9834186223812008,-0.15303038,-0.00033401194,-0.0066415286,0.0026307926,-0.8600810975806018,0.0033107118,-0.8937231838362202,4.426860284618851,-0.00033401194,-0.0066415286,0.0026307926,-0.8600590082783002,0.0033107118,-0.0008992175446082683,-0.0039575454,0.041503906,-0.47982025,0.09710312,-0.1617254833988107,0.49130344,-0.0008172019002271566,0.1144838035106659,0.041503906,-0.47982025,0.09710312,-0.1617213298334054,0.49130344
1,45,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,8,1,1,0.34549606,1,0,,0,-117.82607,39.4315,199.69731,-134.43207,29.86938,374.6445,0.015914978,0.021709526,0.99963766,263.16745,0.6972801,0.56,0.735057,1.0,2,,,,34.23456,336.31747,168.83308,60.555855,,,0.7974214,0.1518976,0.7974214,0.0,0.04770248,0.002978554,0,52,11,0.8605194,-117.86351,39.58186,199.67682,-118.848076,37.47765,236.14651,-0.0012038175,-0.0014015569,0.86051726,36.798885,2,1,0.8605194,0,2.0,1.7439328,0.789373,0.2614631,7.8430824,-0.055421703,-0.028959641,0.99804306,-123.38647,36.57609,300.1488,100.64576,0.13510256,1.7972604,0.7969501,466,0.63298917,1.909109,0.79783285,516,0.57240844,1.7439328,0.789373,778,0.30058822,0.9307511,0.9307511,0.022548402,11.0,0.046700493,-117.80851,39.490757,199.7,0,52,11,0.8605194,-117.86351,39.58186,199.67682,-118.848076,37.47765,236.14651,-0.0012038175,-0.0014015569,0.86051726,36.798885,2,1,0.8605194,0,1,0,1,0,True,True,0.7052398324012756,-0.003911524545401335,0.003526005893945694,0.9999861121177673,-0.003916443791240454,0.0035341475158929825,0.9999861121177673,-0.003913093823939562,0.003520715981721878,0.9999861121177673,-0.003916443791240454,0.0035341475158929825,0.9999861121177673,0.060937377953771646,0.005737029702437469,0.026909149358550263,0.005737029702437469,0.00293122923387867,2.8322714012848095e-05,0.0005106657982345232,2.8322714012848095e-05,102.49393891238564,-0.08267847,-0.00046664404,-0.002301625,0.000116078074,9.621764417200321,0.00046302035,17.03025649317607,-0.18044866289121375,-0.00031763385,-0.0037987125,0.000102628605,3.6904322888754573,0.0006644786,0.0029029065198658216,-0.07114643,0.055000305,-0.0911026,0.0231781,0.05520034825133418,0.10891254,0.0004823430842216751,-0.15527957677841187,0.03743744,-0.1503601,0.020492554,0.021172119656112792,0.15629993
1,45,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,9,1,1,0.3511633,1,0,,0,-100.22806,-161.29845,351.20093,-105.14017,-138.23386,449.84818,-0.038169753,-0.02238458,0.9990206,143.44174,0.43494517,0.33,0.47415015,0.71,2,,,,0.0,0.0,0.0,0.0,,,0.93316704,0.009010947,0.93316704,0.0,0.04307761,0.01474443,0,52,11,0.5381085,-100.364975,-161.23573,351.06744,-100.09023,-156.47876,389.36444,0.0057412228,-0.01043976,0.5379764,43.923843,2,1,0.5381085,0,2.0,5.782125,0.4955799,0.0,7.775771,0.019267589,0.04755865,0.99868274,-99.046974,-157.53,418.0499,63.73386,0.1474457,4.881852,0.4958842,298,0.5550125,5.4145103,0.49610865,290,0.65480113,5.782125,0.4955799,471,0.3003957,0.6446088,0.2666327,0.08875848,22.0,0.6446088,-100.27497,-160.5611,354.4,0,52,11,0.5381085,-100.364975,-161.23573,351.06744,-100.09023,-156.47876,389.36444,0.0057412228,-0.01043976,0.5379764,43.923843,2,1,0.5381085,0,1,0,1,0,True,True,0.44759467244148254,-0.0023138406686484814,-0.014139417558908463,0.999897301197052,-0.002322446322068572,-0.014202984049916267,0.9998964071273804,-0.0023103582207113504,-0.014208341017365456,0.9998964071273804,-0.002322446322068572,-0.014202984049916267,0.9998964071273804,0.0653863226596185,0.013994536349124573,0.036790693163872734,0.013994536349124573,0.00211878802025,0.00010538696644517859,0.0006058440531728362,0.00010538696644517859,19.104839257823933,-0.07903355,-0.0008967667,-0.0041841646,0.009492621,3.672275024224631,0.008521524,4.748756925155361,-0.16820743505484018,-0.0013641922,0.0003889561,0.00038022292,1.6289326238503197,0.00050417316,0.0020134010538048214,-0.04252863,0.09000397,0.67463684,3.33255,0.051391786310493924,3.401342,0.0005004570867276575,-0.09051385521888733,0.13691711,-0.06271362,0.13348389,0.022796156814748163,0.20123927
1,45,10,1,2,,-1,2,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,2,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,10,1,2,0.4526236,2,1,,0,-194.00127,-130.61884,322.3448,-193.99237,-126.97422,316.60056,0.0077208974,0.5569651,-0.8305,6.8106904,0.09652859,,0.11577707,,0,,,,22.621681,206.02075,117.19002,32.221004,,,,,,,,,0,52,11,0.042592987,-194.12567,-127.25211,316.43604,-192.47745,-128.46419,319.02008,-0.0061689913,-0.0034208498,0.042001702,4.5885496,2,1,0.042592987,0,0.0,2.3571239,0.033655964,0.9216058,5.3521953,-0.004964789,0.53908813,-0.8422347,-194.16318,-128.15933,316.45383,6.2882543,0.29103726,2.3571239,0.033655964,23,6.5578527,,0.0056894007,2,0.33784494,0.509064,0.014417562,18,0.35619527,,,,,,-194.13196,-131.54926,321.75,0,52,11,0.042592987,-194.12567,-127.25211,316.43604,-192.47745,-128.46419,319.02008,-0.0061689913,-0.0034208498,0.042001702,4.5885496,2,1,0.042592987,0,2,0,1,0,True,True,0.14311344921588898,-0.010609409771859646,-0.011617724783718586,0.9998762607574463,-0.01061388198286295,-0.011243550106883049,0.9998804926872253,-0.010597323067486286,-0.011534960940480232,0.9998772740364075,-0.01061388198286295,-0.011243550106883049,0.9998804926872253,2.583639872383956,0.15172895637646844,2.562399424072504,0.15172895637646844,0.22466012120150422,0.0009805619648636016,0.9396672807774908,0.0009805619648636016,228.11364018974055,-0.20982383,3.2384287e-05,0.03376873,0.016793173,16.02799474856634,0.017414125,957.2946457730499,2.3600237478252444,-0.00064084725,0.026457101,0.018672818,15.88800533047036,0.017331893,0.22367955923664062,-0.008937024,-0.006286621,-4.297142,5.313965,2.4319109160074874,6.8340096,0.9386867188126272,0.10052046179771423,0.12440491,-3.366722,5.9087524,2.4106704676960353,6.8017387
1,45,10,1,2,0.46565843,2,0,,0,-195.03296,-125.07128,324.42776,-193.35977,-128.7902,326.76486,0.3559718,-0.79123586,0.49722224,4.700212,0.084941,,0.10229397,,2,,,,32.640816,212.98419,125.39731,42.913754,,,,,,,,,0,52,11,0.042592987,-194.12567,-127.25211,316.43604,-192.47745,-128.46419,319.02008,-0.0061689913,-0.0034208498,0.042001702,4.5885496,2,1,0.042592987,0,2.0,1.290088,0.031028606,5.1871924,7.557821,0.35597906,-0.7912265,0.49723175,-193.3392,-128.64252,325.69318,3.0029573,0.4615999,,0.003136701,3,0.68711776,,0.031028606,23,0.32125482,1.290088,0.022695813,20,0.6033404,,,,,,-194.40819,-126.266495,324.2,0,52,11,0.042592987,-194.12567,-127.25211,316.43604,-192.47745,-128.46419,319.02008,-0.0061689913,-0.0034208498,0.042001702,4.5885496,2,1,0.042592987,0,2,0,1,0,True,True,0.13556793332099915,-0.010631558485329151,-0.01114882342517376,0.9998813271522522,-0.01061388198286295,-0.011243550106883049,0.9998804926872253,-0.01068651583045721,-0.011043076403439045,0.9998819828033447,-0.01061388198286295,-0.011243550106883049,0.9998804926872253,1.0446444624850735,0.15172895637646844,1.0447743186954535,0.15172895637646844,0.03386096085477061,0.0009805619648636016,0.1479796354301997,0.0009805619648636016,33.53219895132354,-0.27150905,0.0014553277,-0.0077454005,0.024535691,5.884938033140567,0.019955594,149.9130893637956,2.182869799434432,0.0046737124,-0.017137883,0.025255434,5.885793876438255,0.021235019,0.03288039888990701,-0.011564381,-0.28251648,0.9856186,7.763977,0.892915506108605,7.8313856,0.1469990734653361,0.0929749459028244,-0.9072876,2.180832,7.9917297,0.893045362318985,8.333484
1,89,1,1,3,,-1,3,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,2,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,89,1,1,3,0.53441405,3,2,,0,-168.1,76.50407,108.29235,-168.18787,77.181404,110.031044,-0.047027566,0.3625868,0.9307628,1.8680364,0.063112356,,0.07652021,,1,,,,23.80012,235.60228,126.71257,36.477776,,,,,,,,,0,52,11,0.35684544,-168.13168,76.849556,107.411095,-172.81636,74.81478,114.55475,-0.01415678,0.006925726,0.35649687,10.710642,2,1,0.35684544,0,1.0,6.158715,0.028545389,0.7284871,9.706167,-0.04702402,0.36259001,0.9307615,-168.1875,77.17866,110.02402,1.860482,0.011683544,,0.0270004,14,0.38491496,6.158715,0.01805815,8,1.981917,1.8477331,0.028545389,25,0.32231674,,,,,,-168.1,76.50407,108.29235,0,52,11,0.35684544,-168.13168,76.849556,107.411095,-172.81636,74.81478,114.55475,-0.01415678,0.006925726,0.35649687,10.710642,2,1,0.35684544,0,2,1,1,0,True,True,0.12307258695363998,-0.008470645174384117,0.006886702962219715,0.9999403953552246,-0.008474166505038738,0.006918349768966436,0.9999401569366455,-0.008470645174384117,0.006886702962219715,0.9999403953552246,-0.008474166505038738,0.006918349768966436,0.9999401569366455,0.3664602113095833,0.03362027143140403,0.3664571967316326,0.03362027143140403,0.0038334483869244453,0.0004033504820636763,0.01652752564114371,0.0004033504820636763,8.50401340122674,-0.92000633,-0.00018840736,-0.0044956603,0.008204517,9.8999777725554,0.004429753,39.9755941199905,-0.6551095413248285,-0.00018840736,-0.0044956603,0.008204517,9.899888107070193,0.004429753,0.003430097904860769,-0.32830006,0.031677246,-0.3454895,0.8812561,0.3328399398781793,0.9470897,0.01612417515908003,-0.2337728515267372,0.031677246,-0.3454895,0.8812561,0.33283692530022857,0.9470897
1,89,1,1,3,0.466469,3,1,,0,-166.96173,77.379425,113.79819,-172.71521,75.095535,114.53149,-0.92216706,-0.37519923,0.09398673,6.329687,0.09407526,,0.112935804,,1,,,,35.663292,341.8725,187.98476,59.383385,,,,,,,,,0,52,11,0.35684544,-168.13168,76.849556,107.411095,-172.81636,74.81478,114.55475,-0.01415678,0.006925726,0.35649687,10.710642,2,1,0.35684544,0,0.0,1.2192342,0.034410596,5.131156,5.665456,-0.9214957,-0.3767053,0.094545394,-172.21758,74.835556,113.13196,4.5687943,0.44843394,1.2192342,0.025884302,23,1.0754089,2.9119117,0.034410596,25,0.8031934,2.4202988,0.023737933,21,3.173079,,,,,,-168.00745,76.55665,112.7,0,52,11,0.35684544,-168.13168,76.849556,107.411095,-172.81636,74.81478,114.55475,-0.01415678,0.006925726,0.35649687,10.710642,2,1,0.35684544,0,2,1,1,0,True,True,0.1414702981710434,-0.008458957076072693,0.006888703443109989,0.9999405145645142,-0.008474166505038738,0.006918349768966436,0.9999401569366455,-0.008364037610590458,0.006962052546441555,0.9999407529830933,-0.008474166505038738,0.006918349768966436,0.9999401569366455,1.470890564374415,0.03362027143140403,1.4715514422345903,0.03362027143140403,0.07444797981962223,0.0004033504820636763,0.30634878783983327,0.0004033504820636763,183.5739205237128,-0.90357006,-0.0007389271,-0.0038114432,0.049239814,42.75010973291802,0.024782114,758.5101567065202,-0.6035530150714739,-0.006958548,0.006894888,0.059463993,42.769766857386024,0.03047187,0.07404462933755855,-0.32243484,0.12423706,-0.2929077,5.2889023,1.437270292943011,5.298464,0.3059454373577696,-0.2153751403093338,1.1699524,0.5298691,6.3870926,1.4379311708031863,6.5149446
1,89,1,1,3,0.35472715,3,0,,0,-168.92415,77.333534,127.013504,-172.1558,71.2167,219.80177,-0.084960826,-0.12964614,0.9879137,126.78845,0.3987095,0.35,0.43747327,0.74,2,,,,23.370604,231.29884,124.8416,35.202393,,,0.8648185,0.026966048,0.8648185,0.0,0.10176748,0.006447949,0,52,11,0.35684544,-168.13168,76.849556,107.411095,-172.81636,74.81478,114.55475,-0.01415678,0.006925726,0.35649687,10.710642,2,1,0.35684544,0,2.0,4.5248566,0.27691162,19.461304,3.8066256,-0.023189075,-0.04785913,0.99858487,-170.66147,73.594765,199.6417,72.744644,0.07571717,4.869087,0.26911825,191,0.6552433,3.9856005,0.26846242,194,0.5547956,4.5248566,0.27691162,298,0.30042514,0.956128,0.009818533,0.034053486,22.0,0.956128,-168.9746,77.07626,127.0,0,52,11,0.35684544,-168.13168,76.849556,107.411095,-172.81636,74.81478,114.55475,-0.01415678,0.006925726,0.35649687,10.710642,2,1,0.35684544,0,2,1,1,0,True,True,0.4124717712402344,-0.00853499211370945,0.006926539819687605,0.9999396204948425,-0.008474166505038738,0.006918349768966436,0.9999401569366455,-0.008530447259545326,0.006949650123715401,0.9999394416809082,-0.008474166505038738,0.006918349768966436,0.9999401569366455,0.05673574876692882,0.03362027143140403,0.15714774603554255,0.03362027143140403,0.0008913633149117725,0.0004033504820636763,0.010186161188759703,0.0004033504820636763,1.209897730507867,-0.22400124,0.0050133965,0.0029500164,0.1823732,0.6875458273050431,0.09171266,24.25387136428817,0.15588354722072775,0.00471336,0.006297737,0.18249893,3.674196231763731,0.09178771,0.00048801283284809617,-0.07993382,-0.84291077,0.22670746,19.588905,0.02311547733552479,19.608343,0.009782810706696028,0.05562633275985718,-0.7924652,0.48397827,19.60241,0.12352747460413852,19.62439
1,89,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,1,0,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,89,2,1,1,0.31953034,1,0,,0,-124.98487,168.91777,321.4983,-128.1796,176.79816,447.99887,-0.0062178923,0.061339695,0.99809754,229.79482,0.6235428,0.55,0.6622147,1.0,2,,,,36.35009,157.17508,263.1585,79.63747,,,0.89538324,0.04234038,0.89538324,0.0,0.054089043,0.008187352,0,52,11,0.7155178,-125.052216,169.09729,321.4514,-128.95078,171.26521,342.74738,-0.0031981037,0.032170866,0.7147869,24.33968,2,1,0.7155178,0,2.0,1.9653591,0.6695347,0.07987151,9.132987,-0.055840973,-0.027084455,0.99807215,-129.09691,166.71619,395.26813,73.309494,0.15253656,1.9431142,0.6664177,396,0.63080835,1.9399303,0.66980064,375,0.5741716,1.9653591,0.6695347,598,0.30057946,0.8282654,0.8282654,0.079652384,11.0,0.09208219,-125.003235,168.70174,322.09998,0,52,11,0.7155178,-125.052216,169.09729,321.4514,-128.95078,171.26521,342.74738,-0.0031981037,0.032170866,0.7147869,24.33968,2,1,0.7155178,0,1,0,1,0,True,True,0.6324312686920166,-0.004504204727709293,0.014898410998284817,0.9998788237571716,-0.004508786369115114,0.014934190548956394,0.9998782873153687,-0.004502821248024702,0.014918277971446514,0.9998785853385925,-0.004508786369115114,0.014934190548956394,0.9998782873153687,0.0663541454564166,0.030041433948588585,0.04649100865966971,0.030041433948588585,0.002947875924421619,0.000645746069127434,0.0013669457262138868,0.000645746069127434,3.5650698708935913,-0.064265534,-0.0003916821,-0.002339207,0.0020176927,1.2087542681874568,0.0019817534,1.11684715024433,-0.11612086804526708,-0.0005385324,-0.0010616353,0.00014591792,0.5475629006002878,0.00051384966,0.0023021298552941853,-0.045983136,0.048980713,-0.3955536,0.6485901,0.03631271150782801,0.7612692,0.0007211996570864528,-0.08308655023574829,0.067344666,-0.17951965,0.046905518,0.016449574711081123,0.19738981
1,89,3,1,4,,-1,4,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,2,1,1,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,89,3,1,4,-1.0,4,3,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,2.0,,0.011782497,,,,,,,,,,,,0.0073665674,6,0.00021983507,,0.020910759,8,0.0008204357,,0.011782497,10,0.0003003003,,,,,,,,,0,52,11,0.1343468,-82.31466,-40.638363,38.917446,-81.659515,-43.555527,50.036125,-3.0150495e-05,0.009654985,0.13399844,12.496343,2,1,0.1343468,0,2,1,1,0,False,False,,,,,-0.000753207947127521,-0.00368134630843997,0.9999929070472717,,,,,,,,0.07561175756306499,,,,0.0007680791684973878,,,,-0.9122979,,,,,,,,,,,,,,-0.1225643,,,,,,,,,,,,
1,89,3,1,4,0.45601907,4,2,,0,-84.59998,-35.996967,107.89139,-80.70044,-37.513428,114.7844,0.35918292,-0.14750998,0.9215359,8.133692,0.10288572,,0.12307866,,2,,,,13.666097,236.24341,112.196785,20.507374,,,,,,,,,0,52,11,0.1343468,-82.31466,-40.638363,38.917446,-81.659515,-43.555527,50.036125,-3.0150495e-05,0.009654985,0.13399844,12.496343,2,1,0.1343468,0,2.0,1.7139448,0.021301754,1.5323725,2.6983967,0.50479966,-0.20051566,0.8396256,-80.40597,-37.436363,114.42819,7.8942266,0.13739087,2.2445374,0.020561377,20,1.2187139,2.504834,0.028777855,13,0.5055063,1.7139448,0.021301754,31,0.3573021,,,,,,-84.39097,-35.853447,107.799995,0,52,11,0.1343468,-82.31466,-40.638363,38.917446,-81.659515,-43.555527,50.036125,-3.0150495e-05,0.009654985,0.13399844,12.496343,2,1,0.1343468,0,2,1,1,0,True,True,0.1474759876728058,-0.0009354606736451387,-0.0032277540303766727,0.9999943971633911,-0.000753207947127521,-0.00368134630843997,0.9999929070472717,-0.0009542695479467511,-0.003240647492930293,0.9999942779541016,-0.000753207947127521,-0.00368134630843997,0.9999929070472717,0.573889466496984,0.07561175756306499,0.398443722923371,0.07561175756306499,0.0070157138695470835,0.0007680791684973878,0.02341290441507142,0.0007680791684973878,8.134102521322246,-0.84144205,0.025224052,-0.11774381,1.7699659,6.5899500949746335,0.69281846,29.482410375579725,0.09772610735680153,0.02776327,-0.11421217,1.7723141,4.2696000696855085,0.6937004,0.006247634701049696,-0.113045044,-2.0763092,4.784916,68.88255,0.49827770893391904,69.07976,0.022644825246574032,0.013129189610481262,-2.285324,4.6413956,68.97394,0.322831965360306,69.167694
1,89,3,1,4,0.4697482,4,1,,0,-82.157135,-37.674423,50.210655,-82.14863,-45.01094,39.116344,-0.1549528,-0.5139535,-0.8437069,13.704682,0.12555224,0.12,0.14885052,0.26,2,,,,15.348717,243.33589,120.25956,25.803534,,,0.7072374,0.014821769,0.7072374,0.0,0.09048906,0.18745174,0,52,11,0.1343468,-82.31466,-40.638363,38.917446,-81.659515,-43.555527,50.036125,-3.0150495e-05,0.009654985,0.13399844,12.496343,2,1,0.1343468,0,2.0,1.780444,0.026935274,56.63167,2.4058692,0.030916482,-0.62384796,-0.78093415,-81.54039,-44.69466,41.50693,11.195652,0.25976664,,0.02684612,28,0.32232583,,,0,2.0026555,1.780444,0.026935274,39,0.3841553,,,,,,-81.88652,-37.710274,50.25,0,52,11,0.1343468,-82.31466,-40.638363,38.917446,-81.659515,-43.555527,50.036125,-3.0150495e-05,0.009654985,0.13399844,12.496343,2,1,0.1343468,0,2,1,1,0,True,True,0.16409465670585632,-0.0007136917556636035,-0.0034125964157283306,0.9999939203262329,-0.000753207947127521,-0.00368134630843997,0.9999929070472717,-0.0007381836767308414,-0.0034093642607331276,0.9999939203262329,-0.000753207947127521,-0.00368134630843997,0.9999929070472717,2.463582552955623,0.07561175756306499,2.571470764193634,0.07561175756306499,0.16347661398131166,0.0007680791684973878,1.0850696640010373,0.0007680791684973878,211.8382342423438,-0.7995094,-0.005201245,-0.07205234,0.2911947,31.582003544896295,0.11746812,1411.705497694705,0.2214258848933008,-0.0019136823,-0.07293452,0.29018372,33.00887437444983,0.117109016,0.16270853481281428,-0.107411526,0.42813873,2.9280891,11.332554,2.3879707953925577,11.712548,1.08430158483254,0.0297478586435318,0.15752411,2.9639397,11.293209,2.495859006630569,11.676743
